"Id","SalePrice"
1461,114104.816613728
1462,145701.850279469
1463,170617.319130924
1464,192989.009843413
1465,204629.948439714
1466,174657.751740935
1467,185304.900347065
1468,167663.248002091
1469,200401.555319989
1470,120481.505511671
1471,193341.123956388
1472,109097.936123767
1473,101586.365495609
1474,152366.252659955
1475,124495.32745448
1476,338620.09107794
1477,254312.102832941
1478,290465.502917941
1479,282444.794344416
1480,441087.15215959
1481,328108.195867876
1482,228300.989140722
1483,170787.059242384
1484,178556.106350419
1485,195045.107784711
1486,200206.324794507
1487,301196.058695947
1488,243439.140910844
1489,184397.059419821
1490,200128.394111218
1491,194209.578599087
1492,92286.2947658398
1493,201262.963318624
1494,288806.56344138
1495,284060.444473103
1496,212715.165012922
1497,180684.358390538
1498,169846.353778006
1499,167896.192323424
1500,156079.080362064
1501,168019.767305095
1502,163313.904396611
1503,256386.026318704
1504,240944.059701071
1505,214612.60528479
1506,189937.083436963
1507,233062.701396868
1508,191523.514379015
1509,161638.616951415
1510,140684.569816009
1511,144740.670800536
1512,165225.911820852
1513,150141.367023401
1514,150780.14615428
1515,197530.269159727
1516,151838.555540271
1517,168515.920344196
1518,135138.270926167
1519,210464.728747822
1520,126116.910426166
1521,125671.653024565
1522,174014.210644095
1523,106359.523641363
1524,121175.120795449
1525,116335.36167468
1526,113490.932519373
1527,111137.397644494
1528,148401.423880275
1529,140420.915387773
1530,195864.599983214
1531,119740.314323087
1532,103259.095958461
1533,141327.690179524
1534,129995.386285893
1535,138207.402827534
1536,107552.031302272
1537,70191.755832425
1538,153028.646309234
1539,198583.434586292
1540,100765.224058438
1541,140819.079510552
1542,126575.652560428
1543,173590.102659591
1544,87979.0858258296
1545,122220.925083283
1546,135651.27444424
1547,122077.267408671
1548,130353.702581867
1549,123633.801184569
1550,127364.051858687
1551,116332.470843625
1552,122531.290551436
1553,136179.959649934
1554,125217.138432418
1555,147651.062927994
1556,94176.2900484165
1557,97859.1419006756
1558,108170.415589775
1559,87014.1766542444
1560,137784.538040617
1561,117985.343843356
1562,133094.237891025
1563,119676.776270292
1564,157167.047832926
1565,147468.99894724
1566,232585.517870997
1567,85104.4357706097
1568,215631.748540824
1569,115808.358883214
1570,143397.152381196
1571,122468.510479049
1572,138082.986466035
1573,223829.718934399
1574,123655.714373632
1575,215267.91883313
1576,244261.96539659
1577,188149.340496234
1578,148865.019344435
1579,140961.387822791
1580,200383.680415541
1581,145650.740786191
1582,131217.655383449
1583,286024.81530676
1584,220159.769057724
1585,144558.133398441
1586,75870.8554054939
1587,107621.242266837
1588,141778.900302398
1589,100618.422641755
1590,139057.937129024
1591,91655.3048333028
1592,121622.004526535
1593,137621.411540062
1594,131286.144327847
1595,110240.910917057
1596,218751.930460331
1597,183930.871591289
1598,219312.7340359
1599,185619.356571936
1600,174748.503495531
1601,69147.3679053408
1602,115199.384562103
1603,92951.6682452827
1604,243296.364266868
1605,254117.3118116
1606,168477.916612995
1607,179686.845240234
1608,222663.95925875
