지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),시정(10m),지면온도(°C)
129,서산,2017-01-01 01:00,.6,,.5,320,99,6.3,.4,1026.5,1030.2,,,,,,272,2.7
129,서산,2017-01-01 02:00,0,,.6,360,99,6.1,-.1,1026.3,1030,,,,,,263,3.1
129,서산,2017-01-01 03:00,1.2,,.3,0,99,6.6,1,1026.3,1030,,,,9,Sc,265,2.5
129,서산,2017-01-01 04:00,.1,,1,20,99,6.1,0,1026.2,1029.9,,,,7,Sc,191,3
129,서산,2017-01-01 05:00,.6,,.1,0,99,6.3,.4,1025.7,1029.4,,,,9,Sc,220,3
129,서산,2017-01-01 06:00,-.3,,.3,0,99,5.9,-.4,1025.8,1029.5,,,,9,Sc,282,2.5
129,서산,2017-01-01 07:00,-.7,,0,0,99,5.8,-.8,1026.4,1030.1,,,,6,Sc,159,3
129,서산,2017-01-01 08:00,-1,,.3,0,99,5.6,-1.1,1026.8,1030.5,0,0,,9,Sc,326,2.3
129,서산,2017-01-01 09:00,.3,,.4,0,99,6.2,.1,1027.1,1030.8,0,.08,,9,Sc,253,2.9
129,서산,2017-01-01 10:00,2.3,,.1,0,99,7.1,2.1,1027.6,1031.3,0,.27,,8,ScCi,429,4.2
129,서산,2017-01-01 11:00,4.3,,.5,290,99,8.2,4.1,1027.4,1031,.1,.43,,8,ScCi,797,6.5
129,서산,2017-01-01 12:00,6.7,,2.3,230,93,9.1,5.6,1026.5,1030.1,.2,.77,,5,Ci,800,8.5
129,서산,2017-01-01 13:00,8.8,,2.5,180,82,9.2,5.8,1025.4,1029,.7,.96,,5,ScCi,900,9.9
129,서산,2017-01-01 14:00,9.2,,3,200,77,8.9,5.3,1024.6,1028.2,.9,.97,,5,Sc,2057,10.7
129,서산,2017-01-01 15:00,9.4,,2.9,200,78,9.2,5.7,1024,1027.6,1,1.03,,4,Sc,1923,10.5
129,서산,2017-01-01 16:00,8.2,,2.5,200,80,8.7,4.9,1024.2,1027.8,.9,.58,,6,Sc,1910,9
129,서산,2017-01-01 17:00,7.4,,1.7,180,84,8.6,4.8,1023.7,1027.3,.2,.2,,7,Ci,1465,7.7
129,서산,2017-01-01 18:00,4.7,,.9,200,98,8.4,4.4,1023.5,1027.1,0,.02,,6,Ci,761,6.2
