지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),시정(10m),지면온도(°C)
129,서산,2019-01-01 01:00,-2.4,,1,360,65,3.3,-8,1032.4,1035.8,,,,8,,2446,-1.7
129,서산,2019-01-01 02:00,-3,,.2,0,71,3.5,-7.5,1032.6,1036,,,,7,,1889,-1.6
129,서산,2019-01-01 03:00,-1.8,,1.6,320,66,3.5,-7.3,1032.8,1036.2,,,,7,,2826,-1.3
129,서산,2019-01-01 04:00,-1.7,,1.2,320,63,3.4,-7.8,1032.3,1035.7,,,,6,,2685,-1.3
129,서산,2019-01-01 05:00,-1.7,,1.6,340,61,3.3,-8.2,1031.8,1035.2,,,,10,,2467,-1.5
129,서산,2019-01-01 06:00,-2.2,,1.1,50,63,3.3,-8.3,1031.2,1034.6,,,,8,,2601,-2
129,서산,2019-01-01 07:00,-4.4,,.4,0,75,3.3,-8.1,1031,1034.4,,,,8,,1962,-2.7
129,서산,2019-01-01 08:00,-3.5,,.3,0,74,3.5,-7.4,1030.9,1034.3,0,0,,8,,1966,-1.7
129,서산,2019-01-01 09:00,-2.6,,.7,360,72,3.6,-6.9,1031.2,1034.6,0,.08,,8,,1419,-1.1
129,서산,2019-01-01 10:00,-1.9,,1.1,50,68,3.6,-7,1031.5,1034.9,.4,.5,,8,,1365,.1
129,서산,2019-01-01 11:00,-1.4,,1.3,360,69,3.8,-6.3,1031.3,1034.6,.7,.89,,8,,1057,.8
129,서산,2019-01-01 12:00,-1.8,.1,1,360,86,4.6,-3.8,1030.5,1033.8,0,.58,,9,,591,.7
129,서산,2019-01-01 13:00,-2,,.4,0,91,4.8,-3.2,1029.5,1032.8,0,.46,,10,,107,-.1
129,서산,2019-01-01 14:00,-.5,,3.1,340,81,4.8,-3.3,1029.2,1032.5,0,.36,,9,,752,.6
129,서산,2019-01-01 15:00,.3,.4,6.4,340,58,3.6,-7,1029.3,1032.6,.4,.76,,10,,901,.9
129,서산,2019-01-01 16:00,.2,,4.8,340,57,3.5,-7.3,1029.4,1032.7,.2,.48,,9,,1644,.1
129,서산,2019-01-01 17:00,-.4,,4.3,340,57,3.4,-7.8,1029.9,1033.2,.3,.18,,9,,1988,-.3
129,서산,2019-01-01 18:00,-.8,,3.8,340,57,3.3,-8.2,1030.3,1033.6,0,.01,,4,,2370,-.6
129,서산,2019-01-01 19:00,-1.5,,3.4,340,59,3.2,-8.4,1030.6,1033.9,,,,0,,1950,-1.2
129,서산,2019-01-01 20:00,-1.5,,3.6,340,61,3.3,-8,1030.9,1034.2,,,,0,,1732,-1.5
129,서산,2019-01-01 21:00,-1.8,,4.3,360,59,3.2,-8.7,1030.9,1034.2,,,,0,,1735,-2
129,서산,2019-01-01 22:00,-2.3,,4.2,360,59,3,-9.2,1031,1034.4,,,,1,,2073,-2.4
129,서산,2019-01-01 23:00,-2.8,,2.3,360,59,2.9,-9.7,1031.3,1034.7,,,,0,,2249,-2.8
129,서산,2019-01-02 00:00,-3.8,,1.1,50,63,2.9,-9.8,1031.3,1034.7,,,,7,,2018,-3.1
129,서산,2019-01-02 01:00,-4.6,,1.5,50,68,3,-9.6,1031.4,1034.8,,,,5,,1789,-3.2
129,서산,2019-01-02 02:00,-5.2,,.7,50,72,3,-9.4,1031.6,1035,,,,1,,1920,-3.5
129,서산,2019-01-02 03:00,-6.8,,.6,20,82,3,-9.3,1031.6,1035,,,,0,,1796,-3.7
129,서산,2019-01-02 04:00,-7.9,,.2,0,85,2.9,-9.9,1031.2,1034.6,,,,0,,1830,-4.4
129,서산,2019-01-02 05:00,-8.2,,1,50,87,2.9,-9.9,1031.1,1034.5,,,,6,,2169,-4.5
129,서산,2019-01-02 06:00,-8.5,,.9,20,85,2.8,-10.5,1031.3,1034.7,,,,7,,2326,-4.6
129,서산,2019-01-02 07:00,-8.2,,.7,20,82,2.7,-10.7,1031.8,1035.2,,,,3,,2124,-4.6
129,서산,2019-01-02 08:00,-8.6,,.8,20,85,2.7,-10.6,1032.4,1035.8,0,0,,0,,1753,-4.8
129,서산,2019-01-02 09:00,-6.2,,0,0,81,3.1,-8.9,1033.3,1036.7,.7,.34,,1,,1053,-3.3
129,서산,2019-01-02 10:00,-2.6,,.2,0,63,3.2,-8.6,1033.3,1036.7,1,1.04,,2,,1110,-.3
129,서산,2019-01-02 11:00,-.1,,2.8,340,60,3.6,-6.9,1032.8,1036.1,1,1.51,,5,,1715,2.2
129,서산,2019-01-02 12:00,.3,,4.5,340,50,3.1,-8.9,1031.9,1035.2,1,1.63,,2,,1745,4.4
129,서산,2019-01-02 13:00,.5,,3.8,340,49,3.1,-9,1031.3,1034.6,1,1.9,,0,,1842,5.5
129,서산,2019-01-02 14:00,.8,,3.7,340,48,3.1,-8.9,1030.6,1033.9,1,1.87,,1,,1812,5.6
129,서산,2019-01-02 15:00,.4,,3.6,360,48,3,-9.3,1030.6,1033.9,1,1.54,,0,,1987,3.5
129,서산,2019-01-02 16:00,.4,,2.8,340,49,3.1,-9,1030.7,1034,1,1.04,,1,,2158,1
129,서산,2019-01-02 17:00,-.6,,2.3,340,58,3.4,-7.8,1030.8,1034.1,1,.46,,0,,1760,-.7
129,서산,2019-01-02 18:00,-2.8,,.6,360,65,3.2,-8.4,1031.2,1034.6,.2,.03,,0,,2436,-1.4
129,서산,2019-01-02 19:00,-3.5,,1.1,50,69,3.3,-8.3,1031.3,1034.7,,,,0,,1832,-2
129,서산,2019-01-02 20:00,-5.1,,.5,70,74,3.1,-9,1031.5,1034.9,,,,0,,1771,-2.5
129,서산,2019-01-02 21:00,-6.4,,.3,0,80,3,-9.2,1031.5,1034.9,,,,0,,1921,-2.9
129,서산,2019-01-02 22:00,-7.1,,0,0,82,3,-9.6,1031.4,1034.8,,,,0,,1987,-3.3
129,서산,2019-01-02 23:00,-8.1,,.3,0,84,2.8,-10.3,1031.9,1035.3,,,,1,,1820,-3.7
129,서산,2019-01-03 00:00,-7.9,,.5,50,85,2.9,-9.9,1032,1035.4,,,,0,,2090,-4.2
129,서산,2019-01-03 01:00,-9,,.5,20,86,2.7,-10.9,1031.9,1035.3,,,,0,,2100,-4.5
129,서산,2019-01-03 02:00,-8.5,,0,0,87,2.8,-10.2,1032.2,1035.6,,,,0,,1839,-4.7
129,서산,2019-01-03 03:00,-8.5,,.6,20,90,2.9,-9.8,1032.3,1035.7,,,,0,,2649,-5
129,서산,2019-01-03 04:00,-8.8,,.4,0,85,2.7,-10.8,1032.2,1035.6,,,,0,,1928,-5.1
129,서산,2019-01-03 05:00,-8.5,,.6,50,85,2.8,-10.5,1032.5,1035.9,,,,0,,2029,-5.4
129,서산,2019-01-03 06:00,-9.2,,.7,360,87,2.7,-10.9,1032.7,1036.2,,,,0,,1739,-5.6
129,서산,2019-01-03 07:00,-9.6,,.4,0,88,2.6,-11.2,1032.3,1035.8,,,,3,,1781,-5.9
129,서산,2019-01-03 08:00,-9.8,,.3,0,88,2.6,-11.4,1032.9,1036.4,0,0,,1,,1150,-5.8
129,서산,2019-01-03 09:00,-6.9,,0,0,84,3.1,-9.1,1033.6,1037,.8,.37,,2,,951,-4
129,서산,2019-01-03 10:00,-2.8,,.4,0,75,3.7,-6.6,1034.3,1037.7,1,.93,,1,,1036,-.4
129,서산,2019-01-03 11:00,-.5,,1.5,20,52,3.1,-9.1,1033.9,1037.2,1,1.32,,2,,1486,2.9
129,서산,2019-01-03 12:00,1.3,,2.4,360,48,3.2,-8.5,1033.1,1036.4,1,2.03,,0,,1731,5.7
129,서산,2019-01-03 13:00,2.6,,1.9,360,39,2.9,-9.9,1031.8,1035.1,1,1.98,,1,,1901,7.4
129,서산,2019-01-03 14:00,3.9,,2,340,37,3,-9.4,1031.3,1034.6,1,1.82,,2,,2213,7.4
129,서산,2019-01-03 15:00,3,,2.4,20,38,2.9,-9.9,1031.1,1034.4,1,1.51,,1,,2141,5
129,서산,2019-01-03 16:00,2.9,,1.3,20,38,2.9,-10,1031.2,1034.5,1,1.06,,1,,2328,2.3
129,서산,2019-01-03 17:00,1.7,,1.4,360,41,2.8,-10.1,1031.2,1034.5,1,.46,,0,,2010,-.5
129,서산,2019-01-03 18:00,-1.3,,1.3,360,53,3,-9.6,1031.7,1035,.3,.03,,0,,2029,-1.3
129,서산,2019-01-03 19:00,-1.3,,2.2,360,54,3,-9.4,1032.7,1036,,,,0,,2787,-1.7
129,서산,2019-01-03 20:00,-2.4,,1.8,50,58,3,-9.5,1032.3,1035.7,,,,0,,2450,-2.1
129,서산,2019-01-03 21:00,-4.3,,.2,0,67,3,-9.5,1032.3,1035.7,,,,0,,2137,-2.6
129,서산,2019-01-03 22:00,-5.8,,.2,0,71,2.8,-10.2,1032.5,1035.9,,,,0,,1889,-3.2
129,서산,2019-01-03 23:00,-6.3,,.4,0,75,2.9,-10,1032.2,1035.6,,,,0,,1619,-3.4
129,서산,2019-01-04 00:00,-7.3,,0,0,77,2.7,-10.6,1032.3,1035.7,,,,0,,1837,-3.8
129,서산,2019-01-04 01:00,-7.7,,.3,0,81,2.8,-10.3,1032,1035.4,,,,0,,2034,-4.1
129,서산,2019-01-04 02:00,-7.3,,.7,20,83,3,-9.6,1031.5,1034.9,,,,0,,2597,-4.4
129,서산,2019-01-04 03:00,-7.7,,.3,0,83,2.9,-10,1031.2,1034.6,,,,0,,2078,-4.5
