"Id","SalePrice"
1461,114408.646610763
1462,146483.057113471
1463,170490.908625207
1464,192971.25946486
1465,203282.97801445
1466,174321.081733291
1467,184886.112746755
1468,166982.13601932
1469,200364.942414476
1470,120378.615899341
1471,193844.485850748
1472,109188.195071868
1473,101639.900003419
1474,152638.594949459
1475,124633.610245723
1476,339133.645711207
1477,253796.794946448
1478,289378.701898831
1479,281363.662631156
1480,444578.016077111
1481,328310.573814551
1482,227859.200949797
1483,170580.264656783
1484,178225.897544096
1485,193697.704931067
1486,200059.901844517
1487,301938.557659056
1488,243723.241517776
1489,184584.895133548
1490,199664.016262026
1491,193981.5104464
1492,92435.3339165987
1493,201140.799857749
1494,287207.866598744
1495,283240.69445597
1496,213696.418923047
1497,181407.590535244
1498,169365.465008693
1499,167214.182107595
1500,155584.213971286
1501,167863.122431662
1502,162545.385917641
1503,257014.538287005
1504,240879.285472699
1505,214803.599814808
1506,190452.916449956
1507,234628.925768805
1508,191619.417592142
1509,161567.803258587
1510,140610.462879641
1511,144337.338851374
1512,165102.077292818
1513,150085.014780034
1514,151426.574698777
1515,198195.247555788
1516,151571.979975307
1517,169061.863610688
1518,135778.92206406
1519,210484.299217668
1520,126118.053416247
1521,125620.28789147
1522,173964.108057564
1523,106755.775906215
1524,121430.081777973
1525,116337.886257531
1526,114027.401746776
1527,110878.185753287
1528,148760.883668435
1529,140015.763762011
1530,195930.343382241
1531,119543.229765016
1532,103219.014728096
1533,141856.646646782
1534,129741.052895328
1535,138392.254129846
1536,107564.326429047
1537,70004.9622382694
1538,153209.504027563
1539,197983.807934345
1540,101084.601583971
1541,140307.928620241
1542,126710.156075119
1543,174130.142647795
1544,87857.7146942308
1545,122197.338038845
1546,135264.816004843
1547,121993.297686882
1548,130744.605121689
1549,123262.780706535
1550,127010.01864385
1551,116198.982618984
1552,122900.918604143
1553,136378.067375334
1554,125118.555702326
1555,147511.461888066
1556,93306.5237246772
1557,98342.4636027709
1558,107533.153509078
1559,87010.9810803889
1560,137905.602414409
1561,118783.563328831
1562,132978.549385135
1563,119563.761421128
1564,158155.741410095
1565,147333.212957819
1566,233581.679461994
1567,84683.1802329905
1568,215723.959262369
1569,116391.081279399
