"Id","SalePrice"
1461,114148.685138363
1462,145651.900115178
1463,170666.151145888
1464,193011.054089476
1465,204790.024763946
1466,174724.462814268
1467,185348.172534647
1468,167728.407116143
1469,200364.049101854
1470,120461.295466596
1471,193479.453149554
1472,109031.528414327
1473,101533.009697696
1474,152286.845220243
1475,124426.802630925
1476,338139.143068106
1477,253945.966915286
1478,290757.927617463
1479,282767.548247375
1480,441607.177114262
1481,328411.54626086
1482,228574.643725222
1483,170872.56799591
1484,178653.010724436
1485,195083.358140318
1486,200299.708972481
1487,301229.076361801
1488,243554.673175857
1489,184050.811294975
1490,200261.19044821
1491,194352.151010645
1492,92308.9585921543
1493,201390.055075837
1494,288791.701161088
1495,283993.331362348
1496,212896.516665881
1497,180800.403990085
1498,169983.207203044
1499,167923.865588623
1500,156110.463569311
1501,168084.192783508
1502,163416.431525223
1503,255877.868656588
1504,241092.411221585
1505,214758.607679386
1506,189889.774116706
1507,233113.33657612
1508,191642.66703314
1509,161616.531237502
1510,140658.453834951
1511,144750.911276946
1512,165172.996544417
1513,150218.510337891
1514,150842.12269994
1515,197550.612313562
1516,151786.81360743
1517,168448.026007916
1518,135133.828141728
1519,210534.558351302
1520,126081.90596798
1521,125649.443402112
1522,173935.094171496
1523,106330.229868066
1524,121114.233001135
1525,116300.405369227
1526,113537.9244236
1527,111148.405700597
1528,148346.749594404
1529,140420.020065879
1530,195874.97593626
1531,119796.493458306
1532,103202.964932517
1533,141259.36128669
1534,129991.306815646
1535,138148.346978437
1536,107498.307061707
1537,70254.2712959888
1538,153102.857543756
1539,198579.960993425
1540,100844.530737183
1541,140804.104201947
1542,126549.180250343
1543,173580.313160189
1544,87928.3916083118
1545,122224.62790777
1546,135616.456919465
1547,122032.783369412
1548,130314.790484059
1549,123645.384382689
1550,127347.153929762
1551,116258.9231268
1552,122505.996312723
1553,136187.669240396
1554,125164.569740522
1555,147458.410625567
1556,94060.3405718127
1557,97832.9207825615
1558,108135.850209432
1559,87102.7375989558
1560,137843.422649853
1561,117948.082916137
1562,133081.609059505
1563,119611.34299007
1564,157184.340553238
1565,147458.507356648
1566,232344.353836808
1567,85101.9759086603
1568,215453.11871365
1569,115870.936530066
1570,143343.629184721
1571,122461.335756388
1572,138102.112269751
1573,230773.824499223
1574,123681.018113978
1575,215233.854051677
1576,244424.400476357
1577,188227.338845673
1578,148925.008276405
1579,140980.86542107
1580,200458.625849837
1581,145643.653079495
1582,131203.910544266
1583,286134.096076774
1584,220295.480479796
1585,144596.394841159
1586,75886.1501331488
1587,107677.579568562
1588,141778.504521116
1589,100668.793253692
1590,139039.872757954
1591,91628.6233398416
1592,121612.310860548
1593,137553.649826831
1594,131332.533526509
1595,110212.030311987
1596,218736.152337404
1597,183945.92377564
1598,219274.516841513
1599,185589.16313934
1600,174770.579701336
1601,69122.4811051898
1602,115175.861603636
1603,93054.6905386121
1604,243279.561801833
1605,254163.329428091
1606,168453.658692502
1607,179721.964744321
1608,222733.830550054
1609,185314.227709808
1610,150608.359692759
1611,145141.675596008
1612,161852.329701297
1613,159304.189956409
1614,122598.358091067
1615,93179.458453001
1616,84419.8220418419
1617,98909.3325074285
1618,126040.161234052
1619,143625.09128912
1620,171185.262473879
1621,141907.550855238
1622,137421.452246241
1623,257939.080881674
1624,203309.547919594
1625,121182.051669181
1626,172935.129820745
1627,184386.459238626
1628,287844.220361563
1629,191419.244442567
1630,318083.100556658
1631,223710.722402213
1632,237086.421075293
1633,185718.747960536
1634,189460.716496527
1635,182015.510544909
1636,159133.653553243
1637,182867.034520572
1638,196701.213559865
1639,190429.339184628
1640,253230.877215212
1641,185285.509035301
1642,222343.70610053
1643,215938.380149536
1644,231770.442369018
1645,193847.104403365
1646,163860.893429066
1647,167337.436430232
1648,130108.840206202
1649,132613.10770408
1650,120699.505754844
1651,126478.210131636
1652,111133.620385338
1653,114029.233321052
1654,158620.255004423
1655,150135.417508929
1656,145894.278011495
1657,156117.273701933
1658,157073.085755527
1659,135069.830924358
1660,153776.650469923
1661,407810.735190288
1662,380684.816147786
1663,342684.073994411
1664,476862.722983929
1665,295284.44931995
1666,314190.825706926
1667,337655.101421793
1668,319238.034251213
1669,296998.877082506
1670,321569.869108328
1671,248851.555610134
1672,389146.72913906
1673,297921.054176914
1674,258821.540321015
1675,193543.039867083
1676,189717.323550138
1677,217837.084904652
1678,434651.676649154
1679,339811.193219188
1680,303878.102522615
1681,243956.756540867
1682,299695.761522688
1683,200557.947302784
1684,183733.914394697
1685,175244.239056338
1686,186733.7748657
1687,181324.97829216
1688,196058.65819365
1689,198657.444545072
1690,202658.125099911
1691,196050.620081733
1692,263980.051206033
1693,177362.46870568
1694,183350.139274311
1695,176821.409289207
1696,265443.411805589
1697,181471.293053582
1698,338540.155829837
1699,305897.233351641
1700,235741.65254039
1701,264695.524339996
1702,240656.497132657
1703,242120.540333416
1704,271289.666908754
1705,231465.275284226
1706,260697.812645145
1707,194899.982919861
1708,191697.810734559
1709,261822.869818865
1710,220591.194205875
1711,258005.539680435
1712,243876.999535322
1713,243163.448061681
1714,211099.512388541
1715,202176.716275492
1716,182450.238000035
1717,188368.206209297
