"일자","중식계","석식계"
2021-01-27,990.761047363281,392.760131835938
2021-01-28,906.956970214844,442.451995849609
2021-01-29,566.091003417969,315.072540283203
2021-02-01,1226.06774902344,480.289581298828
2021-02-02,1043.58557128906,435.509063720703
2021-02-03,945.812438964844,323.679718017578
2021-02-04,929.309326171875,468.920104980469
2021-02-05,617.769287109375,342.943511962891
2021-02-08,1270.18078613281,649.497497558594
2021-02-09,1111.64172363281,487.803619384766
2021-02-10,742.044067382812,51.8631401062012
2021-02-15,1244.65124511719,718.892517089844
2021-02-16,1086.09826660156,718.854370117188
2021-02-17,1007.92657470703,337.345062255859
2021-02-18,917.981994628906,529.613403320312
2021-02-19,611.454528808594,397.230072021484
2021-02-22,1251.96557617188,682.794616699219
2021-02-23,1092.09204101562,586.711547851562
2021-02-24,900.747924804688,380.190795898438
2021-02-25,863.625549316406,546.690063476562
2021-02-26,537.835815429688,296.538421630859
2021-03-02,1200.38684082031,593.346313476562
2021-03-03,985.444702148438,382.766937255859
2021-03-04,934.532958984375,607.600708007812
2021-03-05,657.450561523438,380.414916992188
2021-03-08,1269.3046875,653.84521484375
2021-03-09,1109.58374023438,659.765075683594
2021-03-10,1015.82891845703,406.415832519531
2021-03-11,932.563598632812,548.235046386719
2021-03-12,660.972839355469,301.069427490234
2021-03-15,1259.25390625,743.155212402344
2021-03-16,932.157165527344,557.425354003906
2021-03-17,1006.19964599609,424.096435546875
2021-03-18,913.56201171875,472.843658447266
2021-03-19,596.281188964844,322.278045654297
2021-03-22,1201.25903320312,657.088195800781
2021-03-23,1031.82385253906,634.28173828125
2021-03-24,895.804931640625,385.279205322266
2021-03-25,824.974914550781,424.921813964844
2021-03-26,598.930908203125,323.633880615234
2021-03-29,1205.64660644531,605.355346679688
2021-03-30,1043.77233886719,558.076843261719
2021-03-31,922.248962402344,400.947906494141
2021-04-01,827.040344238281,432.526885986328
2021-04-02,593.964599609375,312.980560302734
2021-04-05,1210.15173339844,611.716125488281
2021-04-06,1011.26153564453,515.390930175781
2021-04-07,919.131652832031,401.475860595703
2021-04-08,868.2998046875,454.508392333984
2021-04-09,584.353576660156,292.170623779297
