지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),시정(10m),지면온도(°C)
257,양산시,2015-02-01 01:00,-3,,1,110,53,2.6,-11.2,1031.6,1033.5,,,,,,,-6.1
257,양산시,2015-02-01 02:00,-4.3,,.7,90,56,2.5,-11.7,1031.8,1033.7,,,,,,,-6.5
257,양산시,2015-02-01 03:00,-4.6,,1.2,90,58,2.5,-11.6,1031.6,1033.5,,,,,,,-6.9
257,양산시,2015-02-01 04:00,-4.7,,.7,70,58,2.5,-11.7,1031.4,1033.3,,,,,,,-7.3
257,양산시,2015-02-01 05:00,-5.9,,.8,250,66,2.6,-11.2,1031.5,1033.5,,,,,,,-7.8
257,양산시,2015-02-01 06:00,-6,,.5,200,68,2.7,-10.9,1031.9,1033.9,,,,,,,-8.1
257,양산시,2015-02-01 07:00,-6.8,,.2,0,69,2.5,-11.5,1031.7,1033.7,,,,,,,-8.5
257,양산시,2015-02-01 08:00,-5.7,,.6,110,64,2.6,-11.4,1031.9,1033.9,0,.02,,,,,-8
257,양산시,2015-02-01 09:00,-3.2,,1.6,230,61,3,-9.6,1032.2,1034.1,.6,.56,,,,,-3.2
257,양산시,2015-02-01 10:00,.3,,1.6,230,37,2.3,-12.7,1032.3,1034.2,1,1.33,,,,,1.4
257,양산시,2015-02-01 11:00,3.2,,.9,230,29,2.2,-13.1,1032,1033.9,1,1.91,,,,,6
257,양산시,2015-02-01 12:00,5,,1.2,250,25,2.2,-13.4,1031,1032.9,1,2.29,,,,,12.1
257,양산시,2015-02-01 13:00,7,,1.1,230,19,1.9,-15.1,1029.6,1031.5,1,2.47,,,,,15.3
257,양산시,2015-02-01 14:00,7.7,,2,250,22,2.3,-12.7,1028.8,1030.6,1,2.37,,,,,16.5
257,양산시,2015-02-01 15:00,8.3,,2.9,250,22,2.4,-12.2,1028.7,1030.5,1,2,,,,,13.6
257,양산시,2015-02-01 16:00,8.3,,2.8,230,22,2.4,-12.2,1028.5,1030.3,1,1.43,,,,,6.3
257,양산시,2015-02-01 17:00,7.7,,3.2,230,23,2.4,-12.1,1028.8,1030.6,1,.75,,,,,4.1
257,양산시,2015-02-01 18:00,5.5,,1.6,200,29,2.6,-11.1,1029.4,1031.3,.4,.11,,,,,.5
257,양산시,2015-02-01 19:00,2.8,,.5,70,40,3,-9.4,1030,1031.9,,,,,,,-1.1
257,양산시,2015-02-01 20:00,1.1,,.2,0,49,3.2,-8.4,1030.1,1032,,,,,,,-2.2
257,양산시,2015-02-01 21:00,1.3,,1.6,70,48,3.2,-8.5,1030.4,1032.3,,,,,,,-2.6
257,양산시,2015-02-01 22:00,0,,.3,0,53,3.2,-8.4,1030.7,1032.6,,,,,,,-3.3
257,양산시,2015-02-01 23:00,-.9,,.4,0,57,3.3,-8.3,1030.7,1032.6,,,,,,,-3.7
257,양산시,2015-02-02 00:00,-1.7,,.4,0,61,3.3,-8.2,1030.5,1032.4,,,,,,,-4.1
257,양산시,2015-02-02 01:00,-2,,.4,0,62,3.3,-8.3,1030.7,1032.6,,,,,,,-4.6
257,양산시,2015-02-02 02:00,-2.7,,.3,0,66,3.3,-8.1,1030.7,1032.6,,,,,,,-5.1
257,양산시,2015-02-02 03:00,-2.5,,.8,90,65,3.3,-8.1,1030.6,1032.5,,,,,,,-5.1
257,양산시,2015-02-02 04:00,-2.8,,.9,90,68,3.4,-7.8,1030.4,1032.3,,,,,,,-5.6
257,양산시,2015-02-02 05:00,-3.1,,.7,90,68,3.3,-8.1,1030.2,1032.1,,,,,,,-5.8
257,양산시,2015-02-02 06:00,-2.5,,.5,20,67,3.4,-7.7,1029.9,1031.8,,,,,,,-4.9
257,양산시,2015-02-02 07:00,-2.7,,1.6,200,67,3.4,-7.9,1030.5,1032.4,,,,,,,-5.1
257,양산시,2015-02-02 08:00,-2.7,,.7,200,69,3.5,-7.6,1031.1,1033,0,.04,,,,,-4.1
257,양산시,2015-02-02 09:00,0,,.8,160,58,3.6,-7.2,1031.3,1033.2,.7,.43,,,,,-1.6
257,양산시,2015-02-02 10:00,1.4,,1.1,250,56,3.8,-6.4,1031.1,1033,.9,.86,,,,,1.8
257,양산시,2015-02-02 11:00,4,,1,230,47,3.8,-6.3,1030.8,1032.7,.8,1.21,,,,,5.2
257,양산시,2015-02-02 12:00,6.7,,2.4,230,39,3.8,-6.3,1029.9,1031.8,1,1.83,,,,,10
257,양산시,2015-02-02 13:00,8.5,,1.4,200,36,4,-5.7,1028.6,1030.4,1,2.41,,,,,16.4
257,양산시,2015-02-02 14:00,10,,1.5,290,24,3,-9.6,1027.7,1029.5,1,2.25,,,,,18.3
257,양산시,2015-02-02 15:00,9.9,,1.5,340,27,3.3,-8.2,1027.5,1029.3,1,1.72,,,,,14.5
257,양산시,2015-02-02 16:00,9.9,,2.2,230,31,3.8,-6.4,1027.7,1029.5,1,1.26,,,,,8.1
257,양산시,2015-02-02 17:00,8.3,,3.3,140,42,4.6,-3.8,1028.1,1029.9,1,.63,,,,,5.8
257,양산시,2015-02-02 18:00,6.5,,3.1,140,50,4.9,-3.1,1028.9,1030.8,.4,.12,,,,,2.8
257,양산시,2015-02-02 19:00,5.4,,1.7,200,52,4.7,-3.6,1029.5,1031.4,,,,,,,.6
257,양산시,2015-02-02 20:00,3.8,,.9,70,58,4.6,-3.7,1029.8,1031.7,,,,,,,-1.4
257,양산시,2015-02-02 21:00,3.5,,1.9,50,59,4.6,-3.7,1030,1031.9,,,,,,,-.8
257,양산시,2015-02-02 22:00,2,,.8,70,64,4.5,-4.1,1030.2,1032.1,,,,,,,-1.4
257,양산시,2015-02-02 23:00,1.1,,.5,140,69,4.6,-3.9,1030.2,1032.1,,,,,,,-1.9
257,양산시,2015-02-03 00:00,.1,,.2,0,73,4.5,-4.1,1030.1,1032,,,,,,,-2.5
257,양산시,2015-02-03 01:00,-.4,,.6,180,77,4.6,-3.9,1029.7,1031.6,,,,,,,-2.9
257,양산시,2015-02-03 02:00,-1,,.3,0,79,4.5,-4.1,1029.7,1031.6,,,,,,,-3.4
257,양산시,2015-02-03 03:00,-1.1,,.6,90,80,4.5,-4.1,1029.8,1031.7,,,,,,,-3.7
257,양산시,2015-02-03 04:00,-1.9,,.7,140,83,4.4,-4.4,1029.6,1031.5,,,,,,,-4.1
257,양산시,2015-02-03 05:00,-2,,.5,110,84,4.4,-4.3,1029.7,1031.6,,,,,,,-4.5
257,양산시,2015-02-03 06:00,-2.1,,.9,110,85,4.5,-4.2,1029.7,1031.6,,,,,,,-4.6
257,양산시,2015-02-03 07:00,-1.5,,1,70,83,4.5,-4,1029.9,1031.8,,,,,,,-4.7
257,양산시,2015-02-03 08:00,-1.1,,.6,160,80,4.5,-4.1,1030.1,1032,0,.04,,,,,-3.8
257,양산시,2015-02-03 09:00,1,,.3,0,73,4.8,-3.3,1029.8,1031.7,.7,.53,,,,,-1.2
257,양산시,2015-02-03 10:00,3,,.7,270,66,5,-2.7,1029.5,1031.4,1,1.24,,,,,3
257,양산시,2015-02-03 11:00,6.8,,.5,230,55,5.4,-1.6,1029,1030.9,1,1.61,,,,,7.2
257,양산시,2015-02-03 12:00,8.6,,1.4,250,42,4.7,-3.6,1027.8,1029.6,1,2.04,,,,,13.7
257,양산시,2015-02-03 13:00,10.1,,2.1,270,39,4.8,-3.2,1026.1,1027.9,1,2.15,,,,,17.7
257,양산시,2015-02-03 14:00,10.7,,1.4,320,36,4.6,-3.7,1025.7,1027.5,1,2.03,,,,,17
257,양산시,2015-02-03 15:00,10,,1.2,290,39,4.8,-3.3,1025.5,1027.3,.4,.97,,,,,12.1
257,양산시,2015-02-03 16:00,9.6,,2.4,230,40,4.8,-3.3,1025.3,1027.1,0,.43,,,,,8.7
257,양산시,2015-02-03 17:00,9.2,,2.3,230,44,5.1,-2.4,1025.1,1026.9,.2,.31,,,,,7.2
257,양산시,2015-02-03 18:00,7.6,,1.8,160,51,5.3,-1.9,1025,1026.8,0,.06,,,,,3.8
257,양산시,2015-02-03 19:00,7.4,,1.3,140,52,5.4,-1.8,1025.4,1027.2,,,,,,,3.7
257,양산시,2015-02-03 20:00,7,,1.2,70,56,5.6,-1.1,1025.3,1027.1,,,,,,,3.6
257,양산시,2015-02-03 21:00,6.9,,2.6,50,56,5.6,-1.2,1025.2,1027,,,,,,,3.6
257,양산시,2015-02-03 22:00,6.4,,3.2,50,57,5.5,-1.5,1024.9,1026.8,,,,,,,3.4
257,양산시,2015-02-03 23:00,6.1,,3.1,50,59,5.6,-1.3,1024.6,1026.5,,,,,,,3.2
257,양산시,2015-02-04 00:00,5.4,,2.7,50,61,5.5,-1.5,1024,1025.9,,,,,,,1.9
257,양산시,2015-02-04 01:00,3.6,,.3,0,69,5.5,-1.5,1023.5,1025.4,,,,,,,.3
257,양산시,2015-02-04 02:00,3.8,,1.2,,70,5.6,-1.1,1023.3,1025.2,,,,,,,1.3
257,양산시,2015-02-04 03:00,3.9,,1,90,69,5.6,-1.2,1022.8,1024.7,,,,,,,2
257,양산시,2015-02-04 04:00,4,,2.1,20,71,5.8,-.7,1022.4,1024.3,,,,,,,2.2
257,양산시,2015-02-04 05:00,3.8,,1.5,20,75,6,-.2,1022.2,1024.1,,,,,,,2.3
257,양산시,2015-02-04 06:00,3.6,.2,2.2,20,79,6.2,.2,1022.4,1024.3,,,,,,,2.4
257,양산시,2015-02-04 07:00,3.7,,1.2,20,82,6.5,.9,1022.2,1024.1,,,,,,,2.3
257,양산시,2015-02-04 08:00,3.4,,.9,290,74,5.8,-.8,1022.6,1024.5,0,0,,,,,2.3
257,양산시,2015-02-04 09:00,4,.1,1.8,70,77,6.2,.3,1022.4,1024.3,0,.2,,,,,4.7
257,양산시,2015-02-04 10:00,3.6,,1.7,290,73,5.8,-.7,1022.4,1024.3,0,.28,,,,,5.2
257,양산시,2015-02-04 11:00,3.5,,1.1,290,75,5.9,-.5,1022.2,1024.1,0,.33,,,,,5.5
257,양산시,2015-02-04 12:00,4.2,.1,.3,0,70,5.8,-.7,1021.2,1023.1,0,.33,,,,,6.5
257,양산시,2015-02-04 13:00,5.5,,1.1,110,63,5.7,-.9,1020,1021.9,.2,1.03,,,,,10.2
257,양산시,2015-02-04 14:00,8,,.8,110,48,5.2,-2.3,1018.6,1020.4,.7,1.36,,,,,14.6
257,양산시,2015-02-04 15:00,9.4,,1.3,70,37,4.4,-4.5,1017.6,1019.4,.9,1.5,,,,,12.8
