지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),시정(10m),지면온도(°C)
129,서산,2020-01-01 01:00,-5.7,,.2,0,80,3.2,-8.6,1029.6,1032.9,,,,8,,2642,-.9
129,서산,2020-01-01 02:00,-5.1,,1.1,200,77,3.2,-8.5,1029.4,1032.7,,,,9,,1923,-.9
129,서산,2020-01-01 03:00,-4.3,,.7,70,77,3.4,-7.7,1029.7,1033,,,,9,,550,-.8
129,서산,2020-01-01 04:00,-4.1,,1.1,50,85,3.8,-6.2,1029.6,1032.9,,,,9,,709,-.8
129,서산,2020-01-01 05:00,-3.9,,.1,0,88,4.1,-5.5,1029.4,1032.7,,,,9,,1087,-.7
129,서산,2020-01-01 06:00,-3.3,.2,.8,90,88,4.2,-5,1029.1,1032.4,,,,9,,2208,-.7
129,서산,2020-01-01 07:00,-3,,.7,230,86,4.2,-5,1029.5,1032.8,,,,9,,2651,-.6
129,서산,2020-01-01 08:00,-2.6,,0,0,87,4.4,-4.4,1029.6,1032.9,0,0,,9,,2060,-.6
129,서산,2020-01-01 09:00,-1.7,,.9,230,84,4.5,-4,1030,1033.3,0,.12,,9,,2125,-.4
129,서산,2020-01-01 10:00,.9,,1.9,200,69,4.5,-4.1,1030.3,1033.5,.7,.67,,9,,2216,-.2
129,서산,2020-01-01 11:00,2.8,,3.3,250,59,4.4,-4.4,1029.6,1032.8,.7,1.09,,8,,2258,.6
129,서산,2020-01-01 12:00,4,,2.7,250,50,4.1,-5.5,1028.9,1032.1,.9,1.56,,7,,2517,1.6
129,서산,2020-01-01 13:00,4.8,,3.1,250,50,4.3,-4.7,1028.3,1031.5,.5,1.19,,,,2115,4.9
129,서산,2020-01-01 14:00,4.1,,3.2,270,55,4.5,-4.1,1027.8,1031,.4,.98,,9,,2000,4.9
129,서산,2020-01-01 15:00,3.6,,2.7,250,58,4.6,-3.9,1028.1,1031.3,0,.32,,9,,1856,3.6
129,서산,2020-01-01 16:00,3.5,,2.2,250,58,4.5,-4,1028.7,1031.9,0,.17,,9,,1817,2.9
129,서산,2020-01-01 17:00,2,,1.3,20,70,4.9,-2.9,1028.7,1031.9,0,.07,,9,,1760,2.3
129,서산,2020-01-01 18:00,1.6,,.5,110,74,5.1,-2.5,1028.8,1032,0,.01,,10,,1922,1.9
129,서산,2020-01-01 19:00,1.2,,.5,70,78,5.2,-2.2,1028.6,1031.8,,,,10,,1961,1.7
129,서산,2020-01-01 20:00,.8,,.1,0,84,5.4,-1.6,1028.3,1031.5,,,,9,,1750,1.6
129,서산,2020-01-01 21:00,.2,,0,0,87,5.4,-1.7,1028.3,1031.5,,,,10,,1387,1.1
129,서산,2020-01-01 22:00,-.5,,.6,180,90,5.3,-1.9,1028.5,1031.7,,,,9,,916,.3
129,서산,2020-01-01 23:00,-1.3,,.2,0,92,5.1,-2.4,1028.5,1031.8,,,,9,,694,-.1
129,서산,2020-01-02 00:00,-2.3,,0,0,96,5,-2.8,1028.1,1031.4,,,,7,,513,-.3
129,서산,2020-01-02 01:00,-2.8,,0,0,96,4.8,-3.3,1027.5,1030.8,,,,7,,411,-.6
129,서산,2020-01-02 02:00,-2.6,,0,0,97,4.9,-3,1027.2,1030.5,,,,9,,476,-.5
129,서산,2020-01-02 03:00,-1.6,,0,0,97,5.3,-2,1027.1,1030.4,,,,9,,590,-.3
129,서산,2020-01-02 04:00,-1.5,,0,0,96,5.3,-2,1027.1,1030.4,,,,8,,886,-.3
129,서산,2020-01-02 05:00,-1.3,,0,0,94,5.2,-2.1,1026.9,1030.2,,,,8,,901,-.3
129,서산,2020-01-02 06:00,-1.1,,.7,160,93,5.3,-2,1027,1030.2,,,,9,,1153,-.3
129,서산,2020-01-02 07:00,-.8,,0,0,89,5.2,-2.3,1027.5,1030.7,,,,9,,1447,-.2
129,서산,2020-01-02 08:00,-.4,,.6,160,89,5.3,-1.9,1027.5,1030.7,0,0,,9,,1449,-.2
129,서산,2020-01-02 09:00,.4,,.7,110,88,5.6,-1.3,1027.8,1031,0,.09,,9,,1538,-.1
129,서산,2020-01-02 10:00,.9,,.3,0,86,5.6,-1.1,1027.9,1031.1,0,.28,,9,,1172,1.8
129,서산,2020-01-02 11:00,2.3,,1.1,250,86,6.2,.1,1027.8,1031,0,.54,,9,,1029,4
129,서산,2020-01-02 12:00,4,,3,180,72,5.8,-.6,1027,1030.2,0,.59,,9,,3889,4.8
129,서산,2020-01-02 13:00,4.5,,2.1,180,70,5.9,-.5,1026,1029.2,0,.39,,,,4963,4.5
129,서산,2020-01-02 14:00,4.4,,1.7,200,72,6,-.2,1025.8,1029,0,.22,,10,,3017,4
129,서산,2020-01-02 15:00,4.8,,1,230,69,5.9,-.4,1026,1029.2,0,.18,,9,,1899,4
129,서산,2020-01-02 16:00,5.3,,1.6,270,67,6,-.3,1026,1029.2,.1,.29,,9,,3177,4.2
129,서산,2020-01-02 17:00,4.7,,2.9,290,64,5.5,-1.5,1025.8,1029,.5,.24,,,,1738,2.7
129,서산,2020-01-02 18:00,4,,1.5,270,66,5.4,-1.7,1025.5,1028.7,0,.02,,,,2030,2.4
129,서산,2020-01-02 19:00,1,,.1,0,79,5.2,-2.2,1025.9,1029.1,,,,0,,1302,.3
129,서산,2020-01-02 20:00,.1,,0,0,86,5.3,-1.9,1026.1,1029.3,,,,7,,681,.1
129,서산,2020-01-02 21:00,.1,,.2,0,90,5.6,-1.3,1026.3,1029.5,,,,7,,766,.2
129,서산,2020-01-02 22:00,.2,,0,0,91,5.6,-1.1,1026.7,1029.9,,,,10,,674,.7
129,서산,2020-01-02 23:00,.2,,.2,0,92,5.7,-.9,1026.3,1029.5,,,,8,,620,.7
129,서산,2020-01-03 00:00,.5,,1.1,50,89,5.6,-1.1,1025.7,1028.9,,,,7,,612,.2
129,서산,2020-01-03 01:00,.9,,.6,50,86,5.6,-1.1,1025.7,1028.9,,,,6,,854,0
129,서산,2020-01-03 02:00,-.4,,1.1,90,91,5.4,-1.6,1025.3,1028.5,,,,8,,565,-.1
129,서산,2020-01-03 03:00,-1,,.1,0,94,5.4,-1.8,1025.5,1028.7,,,,9,,389,-.2
129,서산,2020-01-03 04:00,-.4,,.7,160,95,5.6,-1.1,1025.1,1028.3,,,,7,,597,-.1
129,서산,2020-01-03 05:00,-.2,,1.3,70,94,5.7,-1,1024.8,1028,,,,9,,476,0
129,서산,2020-01-03 06:00,.1,,1.2,50,88,5.4,-1.6,1024.8,1028,,,,9,,786,-.1
129,서산,2020-01-03 07:00,-.5,,.9,70,88,5.2,-2.2,1024.8,1028,,,,0,,663,-.3
129,서산,2020-01-03 08:00,-2.4,,.5,180,96,4.9,-2.9,1025.1,1028.4,0,.01,,1,,297,-.4
129,서산,2020-01-03 09:00,-.8,,0,0,96,5.6,-1.3,1025.5,1028.7,0,.15,,9,,335,-.2
129,서산,2020-01-03 10:00,1.6,,.3,0,82,5.6,-1.1,1026,1029.2,.7,.57,,8,,516,.6
129,서산,2020-01-03 11:00,4.1,,1.3,320,70,5.8,-.8,1025.6,1028.8,1,1.16,,4,,1027,5.3
129,서산,2020-01-03 12:00,5.3,,3.1,340,61,5.4,-1.6,1025.1,1028.3,1,1.45,,,,3993,7.2
129,서산,2020-01-03 13:00,5.5,,3.2,340,56,5.1,-2.5,1024.3,1027.5,1,1.68,,5,,5009,8.4
129,서산,2020-01-03 14:00,6,,3.1,320,51,4.8,-3.3,1023.5,1026.7,1,1.7,,0,,4730,8.7
129,서산,2020-01-03 15:00,6.5,,3.3,290,47,4.5,-4,1023.5,1026.6,1,1.45,,0,,4475,7.8
129,서산,2020-01-03 16:00,5.8,,2.3,340,47,4.3,-4.6,1023.4,1026.6,1,.97,,,,4769,6.3
129,서산,2020-01-03 17:00,4,,2.9,320,56,4.5,-4,1023.6,1026.8,1,.41,,,,3923,3.7
129,서산,2020-01-03 18:00,1.6,,1.9,290,72,4.9,-2.9,1024.3,1027.5,.1,.02,,,,1997,1.8
129,서산,2020-01-03 19:00,.3,,0,0,77,4.8,-3.2,1024.6,1027.8,,,,,,1577,.5
129,서산,2020-01-03 20:00,-1.2,,.5,110,85,4.8,-3.4,1024.5,1027.7,,,,0,,1731,0
129,서산,2020-01-03 21:00,-2.3,,.8,50,90,4.6,-3.7,1024.2,1027.5,,,,,,916,-.2
129,서산,2020-01-03 22:00,-2.8,,.4,0,92,4.6,-3.9,1024,1027.3,,,,0,,597,-.5
129,서산,2020-01-03 23:00,-3.4,,0,0,93,4.4,-4.3,1023.7,1027,,,,0,,594,-.7
129,서산,2020-01-04 00:00,-3.7,,0,0,94,4.4,-4.5,1023.3,1026.6,,,,0,,568,-.8
129,서산,2020-01-04 01:00,-3.8,,0,0,97,4.5,-4.2,1022.8,1026.1,,,,3,,473,-.9
129,서산,2020-01-04 02:00,-3.9,,0,0,95,4.4,-4.5,1022.9,1026.2,,,,0,,453,-.9
129,서산,2020-01-04 03:00,-3.9,,.1,0,95,4.4,-4.5,1023.1,1026.4,,,,0,,397,-1
129,서산,2020-01-04 04:00,-4,,.2,0,97,4.4,-4.4,1022.6,1025.9,,,,0,,452,-.8
129,서산,2020-01-04 05:00,-3.3,,.1,0,96,4.6,-3.8,1022.5,1025.8,,,,1,,492,-.8
129,서산,2020-01-04 06:00,-2.4,,.2,0,97,5,-2.8,1022.3,1025.6,,,,7,,651,-.4
129,서산,2020-01-04 07:00,-1.9,,.7,160,97,5.2,-2.3,1022.2,1025.4,,,,9,,713,-.5
129,서산,2020-01-04 08:00,-2.9,,0,0,98,4.9,-3.1,1022.4,1025.7,0,0,,7,,499,-.8
129,서산,2020-01-04 09:00,-1.7,,.1,0,98,5.3,-1.9,1023,1026.2,0,.15,,7,,488,-.4
129,서산,2020-01-04 10:00,.2,,0,0,94,5.8,-.6,1023.2,1026.4,.1,.27,,7,,754,-.2
129,서산,2020-01-04 11:00,2.9,,.2,0,86,6.4,.7,1023.4,1026.6,.7,.82,,6,,839,.5
129,서산,2020-01-04 12:00,,,,,,,,,,.4,.89,,4,,,
