지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),시정(10m),지면온도(°C)
129,서산,2021-01-01 01:00,-5.7,,.2,0,91,3.6,-6.9,1024.3,1027.6,,,3.2,6,,189,-.6
129,서산,2021-01-01 02:00,-6,,0,0,92,3.6,-7,1024.4,1027.7,,,3.2,6,,1070,-.6
129,서산,2021-01-01 03:00,-6.5,0,1,90,91,3.4,-7.7,1024.4,1027.7,,,3.1,6,,2212,-.8
129,서산,2021-01-01 04:00,-8.3,,.3,0,90,3,-9.6,1024.1,1027.4,,,3,0,,2190,-1.1
129,서산,2021-01-01 05:00,-10.5,,.2,0,89,2.5,-11.9,1023.7,1027.1,,,2.9,1,,2275,-1.3
129,서산,2021-01-01 06:00,-8.9,0,0,0,90,2.8,-10.2,1023.4,1026.7,,,2.7,5,,1355,-1.2
129,서산,2021-01-01 07:00,-8,,.5,50,91,3,-9.2,1023.4,1026.7,,,2.5,9,,2091,-1.3
129,서산,2021-01-01 08:00,-6.5,,.4,0,89,3.3,-8,1023.6,1026.9,0,0,2.5,8,,218,-1.1
129,서산,2021-01-01 09:00,-5.8,0,.4,0,90,3.6,-7.1,1023.8,1027.1,0,.06,3.9,9,,172,-.7
129,서산,2021-01-01 10:00,-4.7,,.1,0,90,3.9,-6,1023.9,1027.2,0,.18,3.8,9,,663,-.5
129,서산,2021-01-01 11:00,-3.2,,1.2,200,87,4.2,-5,1023.5,1026.8,0,.31,3.3,9,,714,-.3
129,서산,2021-01-01 12:00,-2.8,0,.5,250,87,4.3,-4.6,1022.7,1026,.1,.46,2.7,8,,598,-.2
129,서산,2021-01-01 13:00,-2.6,,1.2,270,89,4.5,-4.1,1022,1025.3,0,.36,2.3,8,,544,-.2
129,서산,2021-01-01 14:00,-1.5,,1.6,200,88,4.8,-3.2,1021.7,1024.9,.1,.35,1,10,,810,-.2
129,서산,2021-01-01 15:00,-1.3,0,1.2,250,91,5.1,-2.5,1021.7,1024.9,0,.19,.9,10,,1016,-.2
129,서산,2021-01-01 16:00,-1.3,,.4,0,93,5.2,-2.2,1021.6,1024.8,0,.14,1.3,9,,74,-.2
129,서산,2021-01-01 17:00,-1.9,,.1,0,94,5,-2.7,1021.5,1024.7,0,.05,1.6,7,,369,-.2
129,서산,2021-01-01 18:00,-1.6,0,.5,20,95,5.2,-2.3,1021.6,1024.8,0,0,1.6,9,,1021,-.2
129,서산,2021-01-01 19:00,-1.8,,.8,70,95,5.1,-2.4,1021.9,1025.1,,,2.2,8,,648,-.3
129,서산,2021-01-01 20:00,-4,,.2,0,94,4.3,-4.8,1022.3,1025.6,,,2.1,8,,2256,-.3
129,서산,2021-01-01 21:00,-3.8,0,.4,0,95,4.4,-4.4,1022.3,1025.6,,,2,5,,1445,-.3
129,서산,2021-01-01 22:00,-5.9,,0,0,95,3.8,-6.5,1022.7,1026,,,1.9,2,,1019,-.4
129,서산,2021-01-01 23:00,-5.6,,.5,70,94,3.8,-6.4,1022.5,1025.8,,,1.8,9,,1018,-.5
129,서산,2021-01-02 00:00,-5.2,0,1.1,50,94,3.9,-6,1022.4,1025.7,,,1.8,7,,1116,-.6
129,서산,2021-01-02 01:00,-5.7,,.5,50,94,3.8,-6.5,1022.8,1026.1,,,1.7,6,,2335,-.6
129,서산,2021-01-02 02:00,-5.9,,.5,50,94,3.7,-6.7,1023.2,1026.5,,,1.6,9,,1931,-.6
129,서산,2021-01-02 03:00,-4.2,,1.4,50,92,4.1,-5.3,1023.3,1026.6,,,1.6,5,,4194,-.7
129,서산,2021-01-02 04:00,-5.5,,.8,70,81,3.3,-8.2,1023.6,1026.9,,,1.6,0,,2361,-.8
129,서산,2021-01-02 05:00,-6.3,,.8,50,82,3.1,-8.8,1023.9,1027.2,,,1.5,1,,2016,-.9
129,서산,2021-01-02 06:00,-7.1,,.9,50,82,3,-9.6,1024.3,1027.6,,,1.5,0,,2165,-1
129,서산,2021-01-02 07:00,-7.3,,1.3,70,76,2.7,-10.8,1024.8,1028.1,,,1.4,3,,2364,-1.1
129,서산,2021-01-02 08:00,-10,,.4,0,84,2.4,-12.1,1025.2,1028.6,0,0,1.4,0,,2384,-1.2
129,서산,2021-01-02 09:00,-7.7,,.4,0,84,2.9,-9.9,1026.1,1029.4,.7,.1,1.2,7,,1016,-1
129,서산,2021-01-02 10:00,-4.1,,1.3,50,58,2.6,-11.1,1026.8,1030.1,1,.34,.7,5,,2004,-.5
129,서산,2021-01-02 11:00,-2.4,,.4,0,54,2.8,-10.4,1027.2,1030.5,1,.57,.5,1,,3975,-.3
129,서산,2021-01-02 12:00,-.9,,.9,340,53,3,-9.2,1027,1030.2,1,1.03,.5,0,,2458,-.2
129,서산,2021-01-02 13:00,.1,,3.5,320,52,3.2,-8.6,1026.7,1029.9,1,1.53,.4,0,,1625,-.2
129,서산,2021-01-02 14:00,-.3,,4.5,320,44,2.6,-11.1,1026.8,1030,1,1.73,,0,,1500,-.1
129,서산,2021-01-02 15:00,0,,3.3,320,52,3.2,-8.7,1026.4,1029.6,1,1.63,,0,,1344,-.1
129,서산,2021-01-02 16:00,-1.2,,5.2,320,49,2.8,-10.5,1027.1,1030.4,1,.87,,3,,1104,-.2
129,서산,2021-01-02 17:00,-1.9,,3.2,340,55,2.9,-9.7,1027.8,1031.1,1,.3,,0,,1183,-.2
129,서산,2021-01-02 18:00,-3.8,,1.2,290,63,2.9,-9.8,1028.4,1031.7,.1,.03,,1,,1759,-.3
129,서산,2021-01-02 19:00,-4.5,,.7,250,67,2.9,-9.7,1028.8,1032.1,,,,0,,1693,-.7
129,서산,2021-01-02 20:00,-4.9,,.6,180,71,3,-9.3,1028.9,1032.2,,,,0,,1620,-1
129,서산,2021-01-02 21:00,-7,,.8,70,79,2.9,-10,1028.7,1032,,,,0,,1803,-1.1
129,서산,2021-01-02 22:00,-7.2,,.4,0,81,2.9,-9.9,1028.5,1031.8,,,,0,,1735,-1.3
129,서산,2021-01-02 23:00,-6.3,,.9,50,78,3,-9.5,1028.5,1031.8,,,,0,,1738,-1.5
129,서산,2021-01-03 00:00,-3.5,,2.7,340,54,2.6,-11.4,1029.8,1033.1,,,,0,,1975,-1.4
129,서산,2021-01-03 01:00,-4.5,,1.5,20,58,2.5,-11.5,1029.8,1033.1,,,,2,,1871,-1.5
129,서산,2021-01-03 02:00,-5.1,,.6,360,56,2.3,-12.5,1031.1,1034.4,,,,4,,2122,-1.7
129,서산,2021-01-03 03:00,-5.7,,1,90,55,2.2,-13.3,1031.2,1034.5,,,,4,,2105,-1.9
129,서산,2021-01-03 04:00,-7.4,,1.3,110,65,2.3,-12.8,1031,1034.3,,,,5,,2018,-2.1
129,서산,2021-01-03 05:00,-7.3,,1,70,64,2.3,-12.9,1031.3,1034.6,,,,8,,1825,-2.1
129,서산,2021-01-03 06:00,-8.9,,.4,0,77,2.4,-12.2,1031.6,1035,,,,8,,2128,-2.2
129,서산,2021-01-03 07:00,-9.3,,.1,0,80,2.4,-12.1,1031.8,1035.2,,,,1,,2280,-2.5
129,서산,2021-01-03 08:00,-9.6,,.1,0,83,2.5,-11.9,1031.8,1035.2,0,0,,0,,1226,-2.6
129,서산,2021-01-03 09:00,-7.5,,.4,0,74,2.6,-11.3,1032.2,1035.5,.7,.27,,0,,1111,-2.1
129,서산,2021-01-03 10:00,-3.9,,.5,320,57,2.6,-11.1,1032.1,1035.4,1,.8,,0,,1248,-1
129,서산,2021-01-03 11:00,-1.7,,.7,50,51,2.8,-10.5,1032,1035.3,1,1.21,,0,,1517,-.3
129,서산,2021-01-03 12:00,-.7,,2,360,52,3,-9.3,1031.5,1034.8,1,1.59,,1,,1371,-.2
129,서산,2021-01-03 13:00,-.6,,1.7,50,53,3.1,-9,1030.6,1033.9,.1,.94,,8,,926,-.2
129,서산,2021-01-03 14:00,-.6,,1.6,360,53,3.1,-9,1030.6,1033.9,.2,1.09,,9,,921,0
129,서산,2021-01-03 15:00,-.6,,1.4,360,55,3.2,-8.5,1030.5,1033.8,.2,.97,,9,,963,0
129,서산,2021-01-03 16:00,-1.3,,1.1,20,55,3.1,-9.1,1030.3,1033.6,0,.43,,10,,1139,-.1
129,서산,2021-01-03 17:00,-1.8,,1.7,20,56,3,-9.4,1030.3,1033.6,0,.2,,10,,1414,-.2
129,서산,2021-01-03 18:00,-2.8,,.6,20,59,2.9,-9.7,1030.5,1033.8,0,.01,,10,,1611,-.4
129,서산,2021-01-03 19:00,-2.9,,.8,20,57,2.8,-10.2,1030.8,1034.1,,,,9,,1649,-.7
129,서산,2021-01-03 20:00,-3.7,,.7,50,62,2.9,-9.9,1031.1,1034.4,,,,7,,1794,-1.2
129,서산,2021-01-03 21:00,-3.3,,.7,20,62,3,-9.5,1031.1,1034.4,,,,7,,1930,-1
129,서산,2021-01-03 22:00,-5.9,,.5,50,72,2.8,-10.1,1031,1034.3,,,,0,,2097,-1.8
129,서산,2021-01-03 23:00,-5.5,,1.1,50,71,2.9,-9.9,1030.5,1033.8,,,,2,,2179,-2.2
129,서산,2021-01-04 00:00,-7.5,,.6,90,80,2.8,-10.3,1030.8,1034.1,,,,3,,2246,-2.6
129,서산,2021-01-04 01:00,-7.2,,1.3,50,81,2.9,-9.9,1031.2,1034.5,,,,4,,1782,-2.7
129,서산,2021-01-04 02:00,-8,,.6,20,83,2.8,-10.3,1031,1034.3,,,,0,,1912,-2.9
129,서산,2021-01-04 03:00,-8.2,,.8,20,85,2.8,-10.2,1030.6,1034,,,,0,,2078,-3.1
129,서산,2021-01-04 04:00,-6.5,,.8,360,75,2.8,-10.2,1030.9,1034.2,,,,0,,1960,-3.2
129,서산,2021-01-04 05:00,-6,,.9,50,72,2.8,-10.2,1030.4,1033.7,,,,8,,2036,-2.7
129,서산,2021-01-04 06:00,-5.2,,1.6,50,67,2.8,-10.3,1030.2,1033.5,,,,6,,2082,-2.4
129,서산,2021-01-04 07:00,-4.9,,2.2,70,57,2.4,-12.1,1029.1,1032.4,,,,10,,2283,-2.7
129,서산,2021-01-04 08:00,-4.2,,2.6,50,57,2.6,-11.4,1029.7,1033,0,0,,9,,2100,-2.2
129,서산,2021-01-04 09:00,-3.8,,1.8,50,57,2.6,-11,1030,1033.3,.1,.12,,8,,1440,-1.8
129,서산,2021-01-04 10:00,-2.6,,2.6,70,51,2.6,-11.3,1030.2,1033.5,0,.39,,7,,1228,-1
129,서산,2021-01-04 11:00,-1.1,,3.3,70,47,2.6,-11,1029.7,1033,.9,1.2,,4,,1629,-.3
129,서산,2021-01-04 12:00,-.9,,3.2,70,53,3,-9.2,1029,1032.3,.5,1.06,,8,,1095,-.2
129,서산,2021-01-04 13:00,-.1,,2.3,50,53,3.2,-8.5,1027.8,1031,.1,.91,,9,,1069,0
129,서산,2021-01-04 14:00,1.2,,2.2,50,50,3.3,-8,1027,1030.2,.5,1.03,,8,,1305,.6
129,서산,2021-01-04 15:00,1.1,,2.3,50,52,3.5,-7.6,1026.6,1029.8,.8,.99,,6,,1167,.3
129,서산,2021-01-04 16:00,1.1,,1.4,70,55,3.6,-6.9,1026.1,1029.3,.3,.52,,9,,1288,.1
129,서산,2021-01-04 17:00,.8,,1.2,50,58,3.8,-6.5,1025.7,1028.9,0,.19,,9,,1478,-.3
129,서산,2021-01-04 18:00,-.4,,1.3,70,60,3.6,-7.2,1025.3,1028.5,0,.03,,8,,2174,-.5
129,서산,2021-01-04 19:00,-.8,,1,70,59,3.4,-7.8,1025.2,1028.4,,,,4,,2081,-1.1
129,서산,2021-01-04 20:00,-2.3,,.2,0,72,3.7,-6.6,1025.1,1028.4,,,,10,,1584,-1.4
129,서산,2021-01-04 21:00,-1.8,,.4,0,70,3.8,-6.5,1025,1028.3,,,,10,,1556,-1.2
