지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),시정(10m),지면온도(°C)
257,양산시,2019-01-01 01:00,.4,,1.7,200,38,2.4,-12.3,1031.5,1033.4,,,,0,,1287,-2.1
257,양산시,2019-01-01 02:00,-.2,,2.2,250,35,2.1,-13.8,1031.3,1033.2,,,,2,,1315,-2.6
257,양산시,2019-01-01 03:00,-.4,,1.4,200,34,2,-14.3,1031.6,1033.5,,,,0,,1389,-3.1
257,양산시,2019-01-01 04:00,-1.3,,1.4,340,38,2.1,-13.8,1031.2,1033.1,,,,0,,1317,-3.3
257,양산시,2019-01-01 05:00,-1.2,,2.3,250,42,2.3,-12.5,1030.4,1032.3,,,,0,,1392,-3.4
257,양산시,2019-01-01 06:00,-1.3,,2.6,230,49,2.7,-10.6,1030.9,1032.8,,,,7,,1406,-3.5
257,양산시,2019-01-01 07:00,-.8,,1.6,180,49,2.8,-10.2,1030.6,1032.5,,,,6,,1395,-3.1
257,양산시,2019-01-01 08:00,-.2,,2.4,290,47,2.8,-10.1,1031.2,1033.1,0,.01,,9,,1362,-2.2
257,양산시,2019-01-01 09:00,.6,,2.1,180,47,3,-9.4,1030.9,1032.8,.3,.23,,7,,1346,-1.6
257,양산시,2019-01-01 10:00,2.2,,1.7,270,39,2.8,-10.3,1031,1032.9,1,.66,,2,,1214,-.3
257,양산시,2019-01-01 11:00,3.3,,3.5,270,39,3,-9.3,1030.5,1032.4,1,.94,,3,,1133,3.1
257,양산시,2019-01-01 12:00,3.6,,3.8,290,38,3,-9.4,1029.5,1031.4,1,1.2,,6,,1127,7.8
257,양산시,2019-01-01 13:00,4.1,,5.1,320,37,3,-9.3,1028.5,1030.4,1,1.28,,6,,1115,10
257,양산시,2019-01-01 14:00,4.1,,4,340,38,3.1,-8.9,1028.1,1030,1,1.19,,1,,796,9.9
257,양산시,2019-01-01 15:00,4.9,,4.1,340,40,3.5,-7.5,1028.1,1030,1,.94,,0,,813,7.3
257,양산시,2019-01-01 16:00,5,,3.8,290,39,3.4,-7.8,1028,1029.9,1,.63,,3,,862,3
257,양산시,2019-01-01 17:00,4,,2.5,320,43,3.5,-7.4,1028.5,1030.4,.8,.21,,1,,971,.8
257,양산시,2019-01-01 18:00,3.4,,2.2,290,45,3.5,-7.4,1029.1,1031,0,.01,,0,,1087,-.2
257,양산시,2019-01-01 19:00,2.6,,2.1,290,50,3.7,-6.8,1029.7,1031.6,,,,0,,1119,-.6
257,양산시,2019-01-01 20:00,1.5,,1.8,340,53,3.6,-7,1030.4,1032.3,,,,0,,1147,-1
257,양산시,2019-01-01 21:00,1.3,,2.7,290,48,3.2,-8.5,1030.4,1032.3,,,,0,,1161,-1.5
257,양산시,2019-01-01 22:00,.8,,2.5,290,49,3.2,-8.7,1030,1031.9,,,,0,,1173,-1.8
257,양산시,2019-01-01 23:00,-.2,,1.8,270,51,3.1,-9.1,1030.8,1032.7,,,,0,,1157,-2.2
257,양산시,2019-01-02 00:00,0,,3.1,270,49,3,-9.4,1031.2,1033.1,,,,0,,1232,-2.5
257,양산시,2019-01-02 01:00,-.3,,2.3,270,50,3,-9.4,1031.6,1033.5,,,,0,,1326,-2.8
257,양산시,2019-01-02 02:00,-.8,,2.2,230,50,2.9,-9.9,1031.8,1033.7,,,,0,,1260,-3
257,양산시,2019-01-02 03:00,-1,,3.9,230,49,2.8,-10.3,1032,1033.9,,,,0,,1363,-3
257,양산시,2019-01-02 04:00,-1.1,,2.9,290,47,2.6,-11,1032,1033.9,,,,0,,1341,-3.4
257,양산시,2019-01-02 05:00,-1.3,,2.9,290,47,2.6,-11.1,1032,1033.9,,,,8,,1419,-3.6
257,양산시,2019-01-02 06:00,-1.4,,2.7,320,46,2.5,-11.5,1031.8,1033.7,,,,0,,1436,-3.9
257,양산시,2019-01-02 07:00,-1.8,,2,270,45,2.4,-12.1,1032.2,1034.1,,,,8,,1493,-3.9
257,양산시,2019-01-02 08:00,-1.9,,2.9,230,48,2.6,-11.4,1032.5,1034.4,0,.01,,7,,1465,-3.4
257,양산시,2019-01-02 09:00,.1,,2.7,250,42,2.6,-11.3,1032.9,1034.8,.4,.21,,0,,1431,-2.5
257,양산시,2019-01-02 10:00,1.6,,2,270,38,2.6,-11.2,1032.7,1034.6,1,.69,,0,,1246,-.3
257,양산시,2019-01-02 11:00,2.8,,2.2,270,38,2.8,-10.1,1032,1033.9,1,.99,,0,,1160,2.6
257,양산시,2019-01-02 12:00,4,,2.8,320,32,2.6,-11.2,1030.6,1032.5,1,1.19,,0,,1113,7.2
257,양산시,2019-01-02 13:00,5.2,,3.5,340,29,2.6,-11.4,1029.5,1031.4,1,1.26,,0,,1062,9.7
257,양산시,2019-01-02 14:00,5.8,,4.9,320,27,2.5,-11.8,1029,1030.9,1,1.19,,0,,746,10.3
257,양산시,2019-01-02 15:00,6.6,,3.5,320,26,2.5,-11.5,1029.1,1031,1,.98,,0,,761,8.2
257,양산시,2019-01-02 16:00,6.8,,3.1,320,24,2.4,-12.4,1029.1,1031,1,.66,,0,,840,2.3
257,양산시,2019-01-02 17:00,5.4,,2.7,340,23,2.1,-14.1,1029.4,1031.3,.9,.23,,0,,919,.2
257,양산시,2019-01-02 18:00,2,,1.1,160,30,2.1,-13.8,1030.1,1032,0,0,,0,,1114,-.8
257,양산시,2019-01-02 19:00,.5,,1.5,160,34,2.2,-13.5,1030.4,1032.3,,,,0,,1140,-1.7
257,양산시,2019-01-02 20:00,-.8,,.9,180,37,2.1,-13.7,1030.8,1032.7,,,,0,,1110,-2.4
257,양산시,2019-01-02 21:00,-1,,.8,110,37,2.1,-13.8,1030.7,1032.6,,,,0,,1231,-2.9
257,양산시,2019-01-02 22:00,.5,,1.7,180,34,2.2,-13.5,1030.7,1032.6,,,,0,,1134,-3.1
257,양산시,2019-01-02 23:00,-.1,,1.4,180,36,2.2,-13.4,1031.2,1033.1,,,,0,,1295,-3.3
257,양산시,2019-01-03 00:00,-.5,,1.5,230,40,2.4,-12.4,1031.2,1033.1,,,,0,,1342,-3.4
257,양산시,2019-01-03 01:00,.1,,2.2,200,38,2.3,-12.5,1031.2,1033.1,,,,3,,1282,-3.4
257,양산시,2019-01-03 02:00,0,,2.3,230,37,2.3,-12.9,1031.1,1033,,,,0,,1316,-3.6
257,양산시,2019-01-03 03:00,-.2,,1.8,230,35,2.1,-13.8,1031.4,1033.3,,,,0,,1291,-3.7
257,양산시,2019-01-03 04:00,0,,2.4,230,32,2,-14.7,1031.2,1033.1,,,,0,,1307,-3.6
257,양산시,2019-01-03 05:00,-1.1,,1.9,200,33,1.9,-15.3,1031.1,1033,,,,0,,1337,-4.1
257,양산시,2019-01-03 06:00,-1.1,,1.4,180,30,1.7,-16.5,1031.3,1033.2,,,,0,,1403,-4.5
257,양산시,2019-01-03 07:00,-.7,,2.1,200,28,1.6,-16.9,1031.9,1033.8,,,,0,,1451,-4.3
257,양산시,2019-01-03 08:00,-1.1,,2,200,30,1.7,-16.5,1032.2,1034.1,0,0,,0,,1446,-4.2
257,양산시,2019-01-03 09:00,.9,,2.4,180,27,1.8,-16,1033,1034.9,.4,.18,,0,,1456,-3.1
257,양산시,2019-01-03 10:00,3.3,,1.3,200,24,1.9,-15.3,1033.4,1035.3,1,.69,,0,,1181,-.3
257,양산시,2019-01-03 11:00,4.1,,2,290,24,2,-14.7,1033.5,1035.4,1,1,,1,,1121,3
