지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),시정(10m),지면온도(°C)
257,양산시,2017-01-01 01:00,1.1,,2.4,230,88,5.8,-.6,1028.8,1030.7,,,,,,1409,-1.1
257,양산시,2017-01-01 02:00,.8,,2.3,230,88,5.7,-.9,1028.8,1030.7,,,,,,1386,-1.2
257,양산시,2017-01-01 03:00,.1,,2.4,250,90,5.6,-1.3,1029,1030.9,,,,,,1309,-1.4
257,양산시,2017-01-01 04:00,.8,,2,230,90,5.8,-.6,1028.8,1030.7,,,,,,1223,-1.5
257,양산시,2017-01-01 05:00,-.1,,1.1,160,95,5.8,-.8,1028.1,1030,,,,,,904,-1.8
257,양산시,2017-01-01 06:00,-.8,,.9,50,95,5.5,-1.5,1027.5,1029.4,,,,,,893,-2.1
257,양산시,2017-01-01 07:00,-1.2,,1.3,250,96,5.4,-1.7,1028.2,1030.1,,,,,,999,-2.2
257,양산시,2017-01-01 08:00,-.4,,1,230,97,5.8,-.8,1029.2,1031.1,0,.02,,,,719,-1.9
257,양산시,2017-01-01 09:00,2.1,,1.5,200,84,6,-.3,1029.3,1031.2,.2,.24,,,,1073,-.5
257,양산시,2017-01-01 10:00,5.1,,1.9,230,75,6.6,1,1029.8,1031.7,1,.73,,,,1141,1.7
257,양산시,2017-01-01 11:00,6.9,,2,230,63,6.2,.3,1029.4,1031.3,1,.88,,,,1098,5.1
257,양산시,2017-01-01 12:00,8.7,,1,160,53,6,-.3,1028.3,1030.1,1,.98,,,,1029,9.7
257,양산시,2017-01-01 13:00,10.4,,2,200,47,5.9,-.4,1027.2,1029,1,1.34,,,,1063,13.7
257,양산시,2017-01-01 14:00,11.3,,2.7,230,45,6,-.2,1026.3,1028.1,1,1.3,,,,1022,14
257,양산시,2017-01-01 15:00,12.1,,2.3,230,45,6.3,.5,1026,1027.8,1,1.04,,,,735,10.3
257,양산시,2017-01-01 16:00,11.5,,1.9,250,45,6.1,0,1025.7,1027.5,1,.65,,,,786,7.8
257,양산시,2017-01-01 17:00,10.1,,1.6,290,49,6.1,-.1,1025.6,1027.4,.8,.23,,,,818,5.6
257,양산시,2017-01-01 18:00,7.3,,1.2,160,59,6.1,-.1,1025.6,1027.4,0,.01,,,,877,3.2
257,양산시,2017-01-01 19:00,6.2,,1.2,200,63,6,-.3,1025.5,1027.4,,,,,,1026,2.1
257,양산시,2017-01-01 20:00,4.4,,.4,0,71,5.9,-.4,1025,1026.9,,,,,,1047,1.1
257,양산시,2017-01-01 21:00,3.2,,1.1,200,81,6.2,.2,1024.7,1026.6,,,,,,921,.3
257,양산시,2017-01-01 22:00,2.8,,1.2,230,84,6.2,.3,1024.4,1026.3,,,,,,879,.2
257,양산시,2017-01-01 23:00,2.3,,.3,0,87,6.2,.3,1023.5,1025.4,,,,,,915,-.1
257,양산시,2017-01-02 00:00,2.8,,3.2,230,85,6.3,.5,1024,1025.9,,,,,,885,.2
257,양산시,2017-01-02 01:00,4,,1.6,180,73,5.9,-.4,1023.4,1025.3,,,,,,1080,-.1
257,양산시,2017-01-02 02:00,2.1,,1.9,230,83,5.9,-.4,1022.7,1024.6,,,,,,1019,-.9
257,양산시,2017-01-02 03:00,3.1,,2.8,200,81,6.2,.1,1022.4,1024.3,,,,,,848,.8
257,양산시,2017-01-02 04:00,4.4,,1.9,200,74,6.2,.1,1022.5,1024.4,,,,,,908,1.3
257,양산시,2017-01-02 05:00,3.8,,2,230,81,6.5,.8,1022.5,1024.4,,,,,,833,1.7
257,양산시,2017-01-02 06:00,5.5,,1.5,250,74,6.7,1.2,1021.8,1023.7,,,,,,775,2
257,양산시,2017-01-02 07:00,3.7,,2,180,84,6.7,1.2,1022.3,1024.2,,,,,,729,1
257,양산시,2017-01-02 08:00,4,,2.3,250,80,6.5,.8,1022.4,1024.3,0,.01,,,,799,.5
257,양산시,2017-01-02 09:00,4.6,,2.1,200,78,6.6,1,1022.6,1024.5,.3,.18,,,,900,1.9
257,양산시,2017-01-02 10:00,6.9,,1.5,250,69,6.8,1.5,1022.6,1024.4,1,.65,,,,884,7
257,양산시,2017-01-02 11:00,8.9,,2.2,250,62,7.1,2,1022.3,1024.1,1,1.01,,,,902,10.1
257,양산시,2017-01-02 12:00,11.5,,.8,180,50,6.8,1.4,1021.6,1023.4,1,1.24,,,,922,14.6
257,양산시,2017-01-02 13:00,12.8,,2.2,360,48,7.1,2,1020.4,1022.2,1,1.33,,,,955,16.3
257,양산시,2017-01-02 14:00,13.9,,2,340,43,6.8,1.5,1019.7,1021.5,1,1.28,,,,793,16.5
257,양산시,2017-01-02 15:00,13.9,,1.2,20,45,7.1,2.1,1019.3,1021.1,1,1.01,,,,661,12.9
257,양산시,2017-01-02 16:00,14,,1.6,340,46,7.3,2.5,1019.3,1021.1,1,.72,,,,676,11
257,양산시,2017-01-02 17:00,12.7,,1,250,53,7.7,3.3,1019.9,1021.7,.6,.24,,,,764,8.3
257,양산시,2017-01-02 18:00,9.7,,1.1,230,62,7.4,2.7,1020.2,1022,0,.01,,,,851,5.8
257,양산시,2017-01-02 19:00,11.9,,2.7,270,53,7.4,2.6,1020.1,1021.9,,,,,,886,5.4
257,양산시,2017-01-02 20:00,10.3,,1.3,250,58,7.2,2.3,1020.5,1022.3,,,,,,920,4.2
257,양산시,2017-01-02 21:00,8.2,,.8,160,68,7.4,2.6,1020.5,1022.3,,,,,,944,3
257,양산시,2017-01-02 22:00,7.7,,1.6,200,68,7.1,2.1,1020.5,1022.3,,,,,,904,2.7
257,양산시,2017-01-02 23:00,7.7,,1.5,180,69,7.2,2.3,1020.6,1022.4,,,,,,945,2.3
257,양산시,2017-01-03 00:00,5.5,,1.3,200,79,7.1,2.1,1020.6,1022.5,,,,,,951,1.6
257,양산시,2017-01-03 01:00,5.6,,1.9,230,80,7.3,2.4,1020.2,1022.1,,,,,,940,1.1
257,양산시,2017-01-03 02:00,4.5,,1.8,250,85,7.1,2.1,1020.6,1022.5,,,,,,944,.3
257,양산시,2017-01-03 03:00,3,,.5,230,91,6.9,1.6,1021.2,1023.1,,,,,,878,-.4
257,양산시,2017-01-03 04:00,2.8,,.7,200,89,6.6,1.1,1021.5,1023.4,,,,,,939,-.1
257,양산시,2017-01-03 05:00,2.4,,.8,270,89,6.4,.7,1021.6,1023.5,,,,,,932,-.4
257,양산시,2017-01-03 06:00,1.7,,.6,180,89,6.1,0,1022.1,1024,,,,,,898,-.8
257,양산시,2017-01-03 07:00,1.1,,.7,180,92,6.1,0,1022.6,1024.5,,,,,,755,-1.1
257,양산시,2017-01-03 08:00,2.1,,1.2,230,83,5.9,-.4,1023.1,1025,0,.01,,,,715,-1.2
257,양산시,2017-01-03 09:00,3.5,,1.6,200,76,6,-.3,1023.4,1025.3,.4,.18,,,,851,-.6
257,양산시,2017-01-03 10:00,7.2,,2.9,230,51,5.2,-2.2,1024,1025.8,1,.71,,,,894,4.5
257,양산시,2017-01-03 11:00,9.2,,2.9,250,35,4.1,-5.4,1023.7,1025.5,1,1.11,,,,945,8.8
257,양산시,2017-01-03 12:00,10.8,,2.9,320,32,4.2,-5.2,1022.7,1024.5,1,1.37,,,,954,13.7
257,양산시,2017-01-03 13:00,11.7,,2,320,32,4.4,-4.4,1021.7,1023.5,1,1.44,,,,900,15.8
257,양산시,2017-01-03 14:00,11.7,,3.1,320,32,4.4,-4.4,1021.2,1023,1,1.35,,,,875,15.3
257,양산시,2017-01-03 15:00,11.9,,3.6,290,31,4.3,-4.7,1021,1022.8,1,1.1,,,,621,11.1
257,양산시,2017-01-03 16:00,12,,3.2,290,33,4.6,-3.8,1020.8,1022.6,1,.7,,,,633,8
257,양산시,2017-01-03 17:00,11.2,,2.5,250,31,4.1,-5.3,1021.2,1023,.9,.25,,,,701,5.8
257,양산시,2017-01-03 18:00,7.4,,1.5,180,43,4.4,-4.3,1021.5,1023.3,0,0,,,,805,3.2
257,양산시,2017-01-03 19:00,6.8,,1.5,180,42,4.2,-5.2,1021.9,1023.7,,,,,,887,2
257,양산시,2017-01-03 20:00,3.7,,.5,180,57,4.5,-4,1021.8,1023.7,,,,,,886,.6
257,양산시,2017-01-03 21:00,2.6,,.7,200,62,4.6,-3.9,1022.1,1024,,,,,,992,-.2
257,양산시,2017-01-03 22:00,1.2,,.4,0,71,4.8,-3.4,1021.8,1023.7,,,,,,965,-.4
257,양산시,2017-01-03 23:00,.8,,.8,230,76,4.9,-2.9,1021.7,1023.6,,,,,,912,-.8
257,양산시,2017-01-04 00:00,.8,,.8,230,75,4.9,-3.1,1021.5,1023.4,,,,,,1508,-1
257,양산시,2017-01-04 01:00,.9,,1.8,230,79,5.2,-2.3,1021.5,1023.4,,,,,,1509,-1.2
257,양산시,2017-01-04 02:00,.6,,2.4,230,78,5,-2.8,1021.6,1023.5,,,,,,1377,-1.2
257,양산시,2017-01-04 03:00,.6,,1.5,200,79,5,-2.6,1021.8,1023.7,,,,,,1396,-1.4
257,양산시,2017-01-04 04:00,-.8,,0,0,88,5.1,-2.5,1021.7,1023.6,,,,,,1505,-1.8
257,양산시,2017-01-04 05:00,-1.3,,1,230,92,5.1,-2.4,1021.7,1023.6,,,,,,1360,-2.1
257,양산시,2017-01-04 06:00,-1.3,,.4,0,92,5.1,-2.4,1021.8,1023.7,,,,,,1392,-2.2
257,양산시,2017-01-04 07:00,-1.1,,.8,70,88,5,-2.8,1022.7,1024.6,,,,,,674,-2.2
257,양산시,2017-01-04 08:00,-.7,,.5,90,84,4.9,-3,1023.4,1025.3,0,0,,,,816,-2.2
257,양산시,2017-01-04 09:00,1.6,,.8,70,73,5,-2.7,1023.7,1025.6,.1,.15,,,,1590,-.9
257,양산시,2017-01-04 10:00,4.4,,.6,20,62,5.2,-2.2,1024,1025.9,1,.55,,,,1722,1
257,양산시,2017-01-04 11:00,7.2,,1,230,58,5.9,-.5,1023.7,1025.5,1,.81,,,,1436,3.8
257,양산시,2017-01-04 12:00,10.9,,1.7,270,53,6.9,1.6,1022.6,1024.4,1,1.01,,,,1297,10.6
257,양산시,2017-01-04 13:00,10.8,,2.2,340,51,6.6,1,1021.4,1023.2,1,.99,,,,1073,12
257,양산시,2017-01-04 14:00,11.8,,3,320,47,6.5,.8,1021.1,1022.9,1,.97,,,,1048,12.9
257,양산시,2017-01-04 15:00,11.8,,1.5,320,47,6.5,.8,1021,1022.8,1,.88,,,,903,11.5
257,양산시,2017-01-04 16:00,11.3,,1.6,340,48,6.4,.6,1021,1022.8,1,.54,,,,1566,8.8
257,양산시,2017-01-04 17:00,10.5,,1.7,290,50,6.3,.4,1021,1022.8,.2,.15,,,,2172,6.2
257,양산시,2017-01-04 18:00,8.4,,2.1,160,58,6.4,.6,1021.9,1023.7,0,.01,,,,2418,4.1
257,양산시,2017-01-04 19:00,6.4,,1,140,65,6.2,.2,1022.3,1024.1,,,,,,2803,2.7
257,양산시,2017-01-04 20:00,4.6,,1,90,74,6.2,.3,1022.5,1024.4,,,,,,1954,1.2
257,양산시,2017-01-04 21:00,4.1,,.7,90,77,6.3,.4,1022.9,1024.8,,,,,,1369,.3
257,양산시,2017-01-04 22:00,3.7,,.7,50,77,6.1,0,1023.3,1025.2,,,,,,1761,-.2
257,양산시,2017-01-04 23:00,2.1,,.1,0,83,5.9,-.4,1023.3,1025.2,,,,,,1656,-.2
257,양산시,2017-01-05 00:00,1.1,,.4,0,87,5.8,-.8,1023.4,1025.3,,,,,,1675,-.5
257,양산시,2017-01-05 01:00,.9,,.2,0,90,5.9,-.5,1023.6,1025.5,,,,,,1656,-.8
257,양산시,2017-01-05 02:00,.5,,.6,140,90,5.7,-.9,1023.9,1025.8,,,,,,1701,-1
257,양산시,2017-01-05 03:00,.8,,.7,90,89,5.8,-.8,1023.9,1025.8,,,,,,2279,-1.1
257,양산시,2017-01-05 04:00,.5,,.3,0,91,5.8,-.8,1023.9,1025.8,,,,,,2404,-1.2
257,양산시,2017-01-05 05:00,.6,,.5,200,92,5.9,-.5,1023.5,1025.4,,,,,,2104,-1.2
257,양산시,2017-01-05 06:00,.2,,.8,200,94,5.8,-.6,1024.2,1026.1,,,,,,1501,-1.3
257,양산시,2017-01-05 07:00,.8,,.1,0,95,6.1,0,1024.6,1026.5,,,,,,1512,-1.2
257,양산시,2017-01-05 08:00,6.2,,3,50,72,6.8,1.5,1024.6,1026.5,0,.02,,,,4830,-.6
257,양산시,2017-01-05 09:00,7.1,,4.1,50,72,7.2,2.3,1025.4,1027.2,0,.11,,,,2465,.3
257,양산시,2017-01-05 10:00,8.2,,4.6,70,74,8,3.8,1026,1027.8,.2,.39,,,,1411,5.3
257,양산시,2017-01-05 11:00,10.4,,4.4,90,67,8.4,4.5,1025.8,1027.6,1,.99,,,,1371,10.6
257,양산시,2017-01-05 12:00,10,,4.8,70,70,8.5,4.7,1025.8,1027.6,1,1.18,,,,1577,13.8
257,양산시,2017-01-05 13:00,10,,4.2,70,71,8.7,4.9,1025.3,1027.1,.8,.87,,,,1688,13.2
257,양산시,2017-01-05 14:00,9.9,,3.2,90,67,8.1,4,1025.3,1027.1,.2,.51,,,,1673,11.1
257,양산시,2017-01-05 15:00,9.1,,5.4,70,75,8.6,4.8,1025.3,1027.1,0,.44,,,,1618,9.7
257,양산시,2017-01-05 16:00,7.6,,5.7,90,82,8.5,4.7,1026.2,1028,0,.15,,,,925,7.6
257,양산시,2017-01-05 17:00,7.6,,4.7,70,80,8.3,4.3,1027.2,1029,0,.08,,,,1027,6.6
257,양산시,2017-01-05 18:00,7.1,.1,4.8,70,83,8.4,4.4,1027.5,1029.4,0,0,,,,1701,5.8
257,양산시,2017-01-05 19:00,6.8,,4.7,70,84,8.2,4.2,1027.8,1029.7,,,,,,1374,5.4
257,양산시,2017-01-05 20:00,6.6,,4.1,70,87,8.4,4.5,1028.1,1030,,,,,,1073,5.1
257,양산시,2017-01-05 21:00,6.8,,3.1,70,82,8.1,3.9,1028.2,1030.1,,,,,,1703,4.8
257,양산시,2017-01-05 22:00,6.7,,2.9,70,81,7.9,3.6,1028,1029.9,,,,,,1636,4.7
257,양산시,2017-01-05 23:00,6.6,,4.2,70,81,7.8,3.5,1028.2,1030.1,,,,,,1635,4.4
257,양산시,2017-01-06 00:00,6.3,,4.9,70,81,7.7,3.2,1027.8,1029.7,,,,,,1726,3.8
257,양산시,2017-01-06 01:00,6.3,,4.9,70,80,7.6,3,1027.6,1029.5,,,,,,1848,3.9
257,양산시,2017-01-06 02:00,6.2,,3.9,50,78,7.4,2.6,1027.4,1029.3,,,,,,1823,3.9
257,양산시,2017-01-06 03:00,6.4,,3.7,50,74,7.1,2,1027.5,1029.4,,,,,,1786,3.7
257,양산시,2017-01-06 04:00,6.2,,3.4,70,73,6.9,1.7,1027.4,1029.3,,,,,,1575,2.9
257,양산시,2017-01-06 05:00,6.2,,3.4,70,72,6.8,1.5,1027.2,1029.1,,,,,,1593,2.9
257,양산시,2017-01-06 06:00,6.1,,3.4,70,71,6.7,1.2,1027.3,1029.2,,,,,,1731,2.9
257,양산시,2017-01-06 07:00,6.1,,3.5,70,71,6.7,1.2,1027.4,1029.3,,,,,,1611,3.1
257,양산시,2017-01-06 08:00,6.1,,2.9,50,69,6.5,.8,1027.7,1029.6,0,.01,,,,1560,3
257,양산시,2017-01-06 09:00,6.8,,2.2,50,66,6.5,.8,1028,1029.9,0,.16,,,,1318,4.9
257,양산시,2017-01-06 10:00,8.4,,2.9,50,59,6.5,.8,1027.9,1029.7,.5,.63,,,,1227,9.6
257,양산시,2017-01-06 11:00,8.6,,3.7,70,57,6.3,.5,1027.5,1029.3,.5,.63,,,,1027,9.2
257,양산시,2017-01-06 12:00,9.9,,2.3,70,53,6.4,.7,1026.7,1028.5,.4,.8,,,,1125,12.1
257,양산시,2017-01-06 13:00,10.3,,2.7,90,50,6.2,.3,1025.8,1027.6,.6,.81,,,,978,13
257,양산시,2017-01-06 14:00,11.9,,2.2,110,46,6.4,.6,1024.9,1026.7,.4,.8,,,,1165,13.4
257,양산시,2017-01-06 15:00,10.5,,3.6,50,50,6.3,.4,1024.8,1026.6,.8,1.1,,,,1151,13.9
257,양산시,2017-01-06 16:00,10.9,,2.6,110,47,6.1,0,1024.9,1026.7,1,.68,,,,967,9.6
257,양산시,2017-01-06 17:00,8.7,,2.8,110,53,6,-.3,1024.8,1026.6,.8,.29,,,,1151,7
257,양산시,2017-01-06 18:00,7.7,,2.4,90,56,5.9,-.5,1025.1,1026.9,0,0,,,,1321,4.6
257,양산시,2017-01-06 19:00,7,,2.1,50,60,6,-.2,1025.6,1027.4,,,,,,1512,3.4
257,양산시,2017-01-06 20:00,6.2,,2.6,50,64,6.1,-.1,1025.5,1027.4,,,,,,1454,2.9
257,양산시,2017-01-06 21:00,5.7,,2.6,50,66,6.1,-.1,1025.4,1027.3,,,,,,1509,2.2
257,양산시,2017-01-06 22:00,4.7,,2.5,20,72,6.1,0,1025.1,1027,,,,,,1493,1.6
257,양산시,2017-01-06 23:00,2.8,,.7,230,80,6,-.3,1024.7,1026.6,,,,,,1667,.5
257,양산시,2017-01-07 00:00,2.3,,.1,0,83,6,-.2,1024.4,1026.3,,,,,,1646,-.3
257,양산시,2017-01-07 01:00,2,,1.3,360,88,6.2,.2,1023.9,1025.8,,,,,,1504,-.4
257,양산시,2017-01-07 02:00,1.2,,.4,0,91,6.1,-.1,1024.2,1026.1,,,,,,1680,-.7
257,양산시,2017-01-07 03:00,.9,,.7,160,91,5.9,-.4,1024.2,1026.1,,,,,,1494,-.9
257,양산시,2017-01-07 04:00,.6,,1,70,94,6,-.2,1023.2,1025.1,,,,,,1265,-1.1
257,양산시,2017-01-07 05:00,.1,,.8,70,94,5.8,-.7,1023.1,1025,,,,,,1487,-1.2
257,양산시,2017-01-07 06:00,0,,1,110,95,5.8,-.7,1023.5,1025.4,,,,,,1514,-1.4
257,양산시,2017-01-07 07:00,.3,,1.1,20,97,6.1,-.1,1023.5,1025.4,,,,,,1489,-1.5
257,양산시,2017-01-07 08:00,1,,2,20,95,6.2,.2,1022.8,1024.7,0,.01,,,,1277,-1.1
257,양산시,2017-01-07 09:00,2.4,,1.4,180,88,6.4,.6,1023.2,1025.1,.3,.23,,,,1400,-.5
257,양산시,2017-01-07 10:00,5,,.9,200,78,6.8,1.4,1023.5,1025.4,1,.67,,,,1210,4.6
257,양산시,2017-01-07 11:00,6.4,,1.2,270,74,7.1,2,1022.8,1024.6,.3,.59,,,,1024,6.9
257,양산시,2017-01-07 12:00,9.1,,.4,0,63,7.3,2.4,1021.6,1023.4,.4,.8,,,,926,10.6
257,양산시,2017-01-07 13:00,9.8,,.9,230,60,7.2,2.3,1020,1021.8,0,.76,,,,834,11.4
257,양산시,2017-01-07 14:00,10.8,,.6,200,58,7.5,2.8,1018.4,1020.2,.1,.64,,,,847,11.6
257,양산시,2017-01-07 15:00,11.5,,1.4,270,58,7.8,3.5,1018.4,1020.2,0,.51,,,,858,11.4
257,양산시,2017-01-07 16:00,11.4,,2.5,70,57,7.6,3.1,1018.2,1020,0,.27,,,,987,9.7
257,양산시,2017-01-07 17:00,10.7,,2.7,50,60,7.7,3.2,1018.2,1020,0,.11,,,,1357,8
257,양산시,2017-01-07 18:00,9.9,,2,50,66,8,3.8,1018.1,1019.9,0,.01,,,,1413,6.9
257,양산시,2017-01-07 19:00,9.7,,3.1,70,67,8,3.8,1018.1,1019.9,,,,,,1454,6.6
257,양산시,2017-01-07 20:00,9.4,,3.5,50,66,7.7,3.3,1018,1019.8,,,,,,1454,6.6
257,양산시,2017-01-07 21:00,9.3,,3.7,70,67,7.8,3.4,1017.7,1019.5,,,,,,1618,6.5
257,양산시,2017-01-07 22:00,9.4,,3.1,70,68,8,3.7,1017.3,1019.1,,,,,,1696,6.5
257,양산시,2017-01-07 23:00,9.6,,3.5,70,69,8.2,4.1,1017.4,1019.2,,,,,,1673,6.7
257,양산시,2017-01-08 00:00,9.1,,2.6,90,76,8.7,5,1017.1,1018.9,,,,,,1986,6.4
257,양산시,2017-01-08 01:00,8.3,,2.8,90,85,9.3,5.9,1016.5,1018.3,,,,,,1898,6.3
257,양산시,2017-01-08 02:00,7.8,,2.5,70,92,9.7,6.5,1015.8,1017.6,,,,,,1426,6.2
257,양산시,2017-01-08 03:00,7.6,2,1.9,70,93,9.7,6.5,1015.5,1017.3,,,,,,1871,6.2
257,양산시,2017-01-08 04:00,7.5,,2.5,70,95,9.8,6.7,1015,1016.8,,,,,,1793,6.1
257,양산시,2017-01-08 05:00,7.6,,2,70,94,9.7,6.6,1014.3,1016.1,,,,,,1516,6
257,양산시,2017-01-08 06:00,8,.5,3,70,90,9.6,6.4,1013.8,1015.6,,,,,,1783,6
257,양산시,2017-01-08 07:00,8.4,,2.9,50,86,9.4,6.1,1013.6,1015.4,,,,,,1690,6
257,양산시,2017-01-08 08:00,8.6,,3,70,85,9.5,6.2,1013.6,1015.4,0,0,,,,1285,6.3
257,양산시,2017-01-08 09:00,9.2,0,3.6,70,81,9.4,6.1,1013.4,1015.2,0,.09,,,,1235,7
257,양산시,2017-01-08 10:00,10.1,,3.8,50,74,9.1,5.6,1013.2,1015,0,.27,,,,1082,8.6
257,양산시,2017-01-08 11:00,11,,4.4,50,67,8.7,5,1012.8,1014.6,0,.52,,,,976,10.1
257,양산시,2017-01-08 12:00,11.7,,3.6,50,66,9,5.5,1011.6,1013.4,0,.66,,,,898,11.6
257,양산시,2017-01-08 13:00,12.5,,3.1,50,65,9.3,6,1010.8,1012.6,0,.67,,,,927,12.7
257,양산시,2017-01-08 14:00,12.4,,3.5,50,68,9.7,6.6,1010.2,1012,0,.73,,,,895,13.4
257,양산시,2017-01-08 15:00,12,,3.3,50,66,9.2,5.8,1010.2,1012,.1,.53,,,,986,12
257,양산시,2017-01-08 16:00,12.3,,3,70,62,8.8,5.2,1010.1,1011.9,.9,.78,,,,892,11.1
257,양산시,2017-01-08 17:00,11.6,,3,50,67,9.1,5.6,1010.2,1012,.7,.29,,,,1019,9.1
257,양산시,2017-01-08 18:00,11.1,,1.7,50,68,9,5.4,1010.4,1012.2,0,.02,,,,1094,8.4
257,양산시,2017-01-08 19:00,10,,1.6,50,72,8.8,5.1,1010.4,1012.2,,,,,,1167,6.2
257,양산시,2017-01-08 20:00,7.4,,.7,180,84,8.6,4.8,1010.7,1012.5,,,,,,1155,5.1
257,양산시,2017-01-08 21:00,7.5,,.8,180,86,8.9,5.3,1011,1012.8,,,,,,1223,5.3
257,양산시,2017-01-08 22:00,6.9,,.6,250,90,8.9,5.3,1010.9,1012.7,,,,,,1159,5.3
257,양산시,2017-01-08 23:00,6.6,,1.1,250,91,8.8,5.2,1010.8,1012.6,,,,,,1096,5.3
